PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR20323,P06640,V1029,Nutritional Deficiency,2 times a day for 6 days,2024-08-31,M10000
PR20324,P08138,V1027,Fungal Infection,2 times a day for 12 days,2024-10-06,M10004
PR20325,P04038,V1027,Fungal Infection,2 times a day for 10 days,2024-08-22,M10004
PR20326,P00250,V1029,Severe Infection,1 times a day for 8 days,2024-08-06,M10002
PR20327,P04096,V1048,Fracture,3 times a day for 6 days,2025-02-14,M10000
PR20328,P07927,V1006,Mild Infection,3 times a day for 13 days,2024-01-26,M10004
PR20329,P02170,V1039,Mild Infection,1 times a day for 8 days,2024-09-20,M10004
PR20330,P09150,V1037,Fungal Infection,3 times a day for 8 days,2024-10-26,M10004
PR20331,P03515,V1049,Internal Injury,2 times a day for 10 days,2025-02-06,M10026
PR20332,P07412,V1047,Mild Infection,3 times a day for 4 days,2024-11-09,M10004
PR20333,P09739,V1045,Mild Infection,2 times a day for 3 days,2024-12-03,M10004
PR20334,P03233,V1018,Nutritional Deficiency,3 times a day for 7 days,2024-06-05,M10000
PR20335,P04796,V1044,Severe Infection,2 times a day for 4 days,2024-02-25,M10002
PR20336,P02375,V1031,Mild Infection,2 times a day for 4 days,2024-07-05,M10004
PR20337,P09649,V1049,Internal Injury,2 times a day for 5 days,2024-06-21,M10032
PR20338,P06872,V1049,Severe Infection,1 times a day for 3 days,2024-03-14,M10002
PR20339,P01052,V1021,Mild Infection,1 times a day for 8 days,2024-07-17,M10004
PR20340,P09421,V1017,Parasitic Infestation,3 times a day for 7 days,2024-12-09,M10002
PR20341,P02724,V1015,Internal Injury,1 times a day for 12 days,2024-06-28,M10064
PR20342,P05820,V1021,Parasitic Infestation,1 times a day for 5 days,2024-02-10,M10002
PR20343,P00076,V1001,Mild Infection,2 times a day for 13 days,2024-04-17,M10004
PR20344,P03841,V1021,Allergic Dermatitis,1 times a day for 9 days,2024-09-11,M10000
PR20345,P05280,V1048,Internal Injury,2 times a day for 3 days,2024-07-01,M10053
PR20346,P06281,V1037,Nutritional Deficiency,3 times a day for 3 days,2024-01-24,M10000
PR20347,P00022,V1045,Nutritional Deficiency,1 times a day for 14 days,2024-11-09,M10000
PR20348,P05669,V1016,Severe Infection,3 times a day for 5 days,2024-07-13,M10002
PR20349,P01410,V1035,Nutritional Deficiency,2 times a day for 5 days,2024-08-13,M10000
PR20350,P09267,V1040,Severe Infection,2 times a day for 6 days,2024-03-07,M10002
PR20351,P09731,V1004,Dental Abscess,1 times a day for 6 days,2024-03-15,M10083
PR20352,P06620,V1016,Severe Infection,2 times a day for 8 days,2025-01-27,M10002
PR20353,P03970,V1022,Mild Infection,1 times a day for 14 days,2024-04-07,M10004
PR20354,P00505,V1045,Fungal Infection,3 times a day for 8 days,2024-08-29,M10004
PR20355,P08804,V1026,Internal Injury,3 times a day for 7 days,2024-07-13,M10004
PR20356,P02159,V1008,Fracture,1 times a day for 4 days,2024-04-10,M10078
PR20357,P00856,V1013,Internal Injury,2 times a day for 10 days,2025-01-14,M10000
PR20358,P01801,V1048,Severe Infection,1 times a day for 4 days,2025-01-01,M10002
PR20359,P05695,V1034,Tooth Decay,3 times a day for 7 days,2024-01-16,M10000
PR20360,P06969,V1001,Fungal Infection,3 times a day for 13 days,2024-12-12,M10004
PR20361,P02504,V1011,Fracture,2 times a day for 14 days,2024-03-04,M10085
PR20362,P00272,V1040,Fracture,1 times a day for 12 days,2024-04-29,M10038
PR20363,P00513,V1040,Fracture,2 times a day for 6 days,2024-06-30,M10070
PR20364,P06017,V1039,Nutritional Deficiency,2 times a day for 9 days,2024-11-01,M10000
PR20365,P06633,V1041,Mild Infection,2 times a day for 6 days,2024-05-21,M10004
PR20366,P06351,V1044,Severe Infection,3 times a day for 6 days,2024-03-17,M10002
PR20367,P00831,V1042,Mild Infection,2 times a day for 10 days,2024-08-09,M10004
PR20368,P02078,V1012,Internal Injury,3 times a day for 14 days,2024-09-27,M10066
PR20369,P01926,V1037,Allergic Dermatitis,3 times a day for 6 days,2024-02-21,M10000
PR20370,P02415,V1019,Fracture,1 times a day for 11 days,2024-12-13,M10026
PR20371,P05618,V1049,Severe Infection,3 times a day for 5 days,2025-02-03,M10002
PR20372,P05973,V1045,Mild Infection,2 times a day for 12 days,2024-01-23,M10004
PR20373,P04821,V1044,Mild Infection,2 times a day for 7 days,2024-08-14,M10004
PR20374,P00892,V1036,Fracture,2 times a day for 9 days,2024-06-22,M10056
PR20375,P06557,V1048,Severe Infection,3 times a day for 9 days,2024-09-09,M10002
PR20376,P00639,V1033,Tooth Decay,1 times a day for 11 days,2024-05-23,M10082
PR20377,P05661,V1003,Fracture,2 times a day for 13 days,2024-09-30,M10082
PR20378,P04635,V1040,Severe Infection,3 times a day for 8 days,2025-02-13,M10002
PR20379,P06248,V1026,Fracture,1 times a day for 4 days,2025-02-11,M10035
PR20380,P04197,V1028,Mild Infection,2 times a day for 14 days,2024-09-19,M10004
PR20381,P04846,V1005,Mild Infection,3 times a day for 10 days,2024-02-14,M10004
PR20382,P08280,V1043,Dental Abscess,2 times a day for 13 days,2025-02-06,M10064
PR20383,P07605,V1031,Fungal Infection,1 times a day for 14 days,2024-01-18,M10004
PR20384,P06547,V1032,Internal Injury,1 times a day for 6 days,2025-01-13,M10064
PR20385,P08963,V1045,Fungal Infection,1 times a day for 13 days,2024-01-30,M10004
PR20386,P07713,V1002,Internal Injury,2 times a day for 12 days,2024-04-05,M10032
PR20387,P07086,V1030,Fracture,2 times a day for 13 days,2025-01-04,M10014
PR20388,P06691,V1029,Nutritional Deficiency,2 times a day for 14 days,2024-04-11,M10000
PR20389,P06485,V1041,Allergic Dermatitis,3 times a day for 3 days,2024-05-15,M10000
PR20390,P01141,V1021,Allergic Dermatitis,2 times a day for 12 days,2024-08-27,M10000
PR20391,P07287,V1035,Severe Gingivitis,1 times a day for 13 days,2024-11-14,M10004
PR20392,P02730,V1045,Fungal Infection,3 times a day for 13 days,2025-01-26,M10004
PR20393,P05793,V1021,Allergic Dermatitis,1 times a day for 6 days,2024-02-06,M10000
PR20394,P08562,V1035,Mild Infection,2 times a day for 3 days,2024-07-03,M10004
PR20395,P09563,V1014,Parasitic Infestation,3 times a day for 7 days,2025-01-10,M10002
PR20396,P04185,V1010,Nutritional Deficiency,1 times a day for 11 days,2024-09-17,M10000
PR20397,P00265,V1007,Fracture,1 times a day for 5 days,2024-10-10,M10053
PR20398,P04433,V1028,Severe Infection,2 times a day for 5 days,2025-01-14,M10002
PR20399,P01389,V1009,Severe Infection,1 times a day for 7 days,2024-02-18,M10002
PR20400,P02019,V1021,Fungal Infection,3 times a day for 6 days,2024-06-30,M10004
PR20401,P07542,V1018,Nutritional Deficiency,1 times a day for 9 days,2024-12-15,M10000
PR20402,P07534,V1011,Fracture,2 times a day for 5 days,2024-11-23,M10026
PR20403,P00816,V1021,Mild Infection,1 times a day for 12 days,2024-08-14,M10004
PR20404,P04000,V1047,Dental Abscess,2 times a day for 6 days,2025-01-25,M10070
PR20405,P03334,V1045,Nutritional Deficiency,1 times a day for 10 days,2025-01-26,M10000
PR20406,P01357,V1037,Allergic Dermatitis,2 times a day for 12 days,2024-03-11,M10000
PR20407,P02257,V1026,Mild Infection,1 times a day for 10 days,2024-04-26,M10004
PR20408,P07236,V1023,Parasitic Infestation,3 times a day for 8 days,2025-02-07,M10002
PR20409,P05561,V1008,Nutritional Deficiency,3 times a day for 14 days,2024-11-20,M10000
PR20410,P08569,V1043,Tooth Decay,1 times a day for 13 days,2024-01-04,M10015
PR20411,P03731,V1002,Nutritional Deficiency,3 times a day for 5 days,2024-12-02,M10000
PR20412,P01193,V1014,Nutritional Deficiency,3 times a day for 4 days,2024-10-27,M10000
PR20413,P06581,V1022,Mild Infection,1 times a day for 6 days,2025-02-11,M10004
PR20414,P00427,V1009,Internal Injury,1 times a day for 14 days,2024-03-07,M10064
PR20415,P03035,V1003,Internal Injury,2 times a day for 12 days,2024-07-29,M10015
PR20416,P02972,V1011,Fracture,2 times a day for 10 days,2024-01-28,M10070
PR20417,P07174,V1003,Fracture,2 times a day for 7 days,2025-01-19,M10077
PR20418,P05867,V1048,Severe Infection,2 times a day for 11 days,2024-07-21,M10002
PR20419,P00838,V1030,Fracture,1 times a day for 8 days,2024-03-19,M10014
PR20420,P08563,V1048,Severe Infection,3 times a day for 13 days,2025-02-26,M10002
PR20421,P08567,V1045,Allergic Dermatitis,3 times a day for 4 days,2025-02-17,M10000
PR20422,P03115,V1043,Severe Gingivitis,3 times a day for 14 days,2025-02-11,M10004
PR20423,P02795,V1049,Fracture,1 times a day for 11 days,2024-07-06,M10067
PR20424,P09243,V1018,Internal Injury,2 times a day for 6 days,2024-09-27,M10038
PR20425,P09288,V1036,Nutritional Deficiency,2 times a day for 6 days,2024-12-11,M10000
PR20426,P02038,V1044,Internal Injury,2 times a day for 4 days,2024-01-28,M10002
PR20427,P01218,V1022,Allergic Dermatitis,1 times a day for 3 days,2024-04-26,M10000
PR20428,P08381,V1011,Nutritional Deficiency,2 times a day for 3 days,2024-06-04,M10000
PR20429,P08818,V1037,Nutritional Deficiency,2 times a day for 8 days,2024-12-04,M10000
PR20430,P03432,V1007,Internal Injury,3 times a day for 6 days,2025-01-05,M10066
PR20431,P00891,V1006,Mild Infection,1 times a day for 3 days,2024-08-19,M10004
PR20432,P06417,V1001,Mild Infection,1 times a day for 6 days,2024-12-05,M10004
PR20433,P03667,V1037,Fungal Infection,3 times a day for 7 days,2025-01-29,M10004
PR20434,P03176,V1045,Allergic Dermatitis,2 times a day for 8 days,2024-09-23,M10000
PR20435,P00120,V1002,Internal Injury,1 times a day for 5 days,2024-06-16,M10004
PR20436,P03340,V1016,Severe Infection,1 times a day for 8 days,2024-08-01,M10002
PR20437,P09627,V1005,Nutritional Deficiency,1 times a day for 8 days,2024-09-09,M10000
PR20438,P05992,V1041,Fungal Infection,2 times a day for 11 days,2025-01-01,M10004
PR20439,P02050,V1025,Nutritional Deficiency,1 times a day for 5 days,2024-01-06,M10000
PR20440,P01197,V1042,Severe Gingivitis,3 times a day for 12 days,2024-02-23,M10004
PR20441,P04315,V1003,Severe Infection,1 times a day for 12 days,2024-01-17,M10002
PR20442,P03023,V1011,Fracture,3 times a day for 13 days,2024-04-07,M10083
PR20443,P03069,V1027,Allergic Dermatitis,3 times a day for 11 days,2024-04-26,M10000
PR20444,P10000,V1023,Allergic Dermatitis,2 times a day for 4 days,2025-01-27,M10000
PR20445,P08795,V1012,Internal Injury,1 times a day for 12 days,2024-08-19,M10058
PR20446,P03436,V1003,Fracture,1 times a day for 13 days,2024-11-12,M10038
PR20447,P09286,V1024,Fracture,3 times a day for 3 days,2024-02-19,M10083
PR20448,P05975,V1003,Severe Infection,1 times a day for 8 days,2024-08-14,M10002
PR20449,P05638,V1021,Allergic Dermatitis,1 times a day for 5 days,2024-06-05,M10000
PR20450,P06880,V1009,Internal Injury,3 times a day for 9 days,2024-03-31,M10048
PR20451,P07477,V1034,Mild Infection,2 times a day for 13 days,2024-03-06,M10004
PR20452,P07842,V1043,Severe Gingivitis,1 times a day for 12 days,2024-11-24,M10004
PR20453,P02494,V1045,Parasitic Infestation,3 times a day for 12 days,2024-05-24,M10002
PR20454,P04861,V1005,Severe Gingivitis,1 times a day for 14 days,2024-11-16,M10004
PR20455,P01647,V1016,Fracture,3 times a day for 5 days,2024-03-07,M10000
PR20456,P08070,V1043,Nutritional Deficiency,1 times a day for 13 days,2025-02-20,M10000
PR20457,P08823,V1040,Mild Infection,3 times a day for 12 days,2025-01-30,M10004
PR20458,P04407,V1018,Severe Infection,2 times a day for 6 days,2024-07-23,M10002
PR20459,P01818,V1034,Severe Gingivitis,2 times a day for 14 days,2025-01-29,M10004
PR20460,P07315,V1026,Mild Infection,2 times a day for 12 days,2024-08-11,M10004
PR20461,P05053,V1041,Parasitic Infestation,2 times a day for 5 days,2024-02-10,M10002
PR20462,P04932,V1022,Allergic Dermatitis,1 times a day for 9 days,2024-03-06,M10000
PR20463,P06171,V1040,Severe Infection,1 times a day for 9 days,2024-04-02,M10002
PR20464,P07847,V1034,Nutritional Deficiency,1 times a day for 10 days,2024-11-04,M10000
PR20465,P06295,V1008,Nutritional Deficiency,2 times a day for 14 days,2024-01-19,M10000
PR20466,P00730,V1030,Internal Injury,2 times a day for 14 days,2024-07-30,M10000
PR20467,P07513,V1025,Internal Injury,2 times a day for 4 days,2024-08-21,M10085
PR20468,P09139,V1032,Nutritional Deficiency,3 times a day for 9 days,2024-11-08,M10000
PR20469,P03680,V1027,Allergic Dermatitis,3 times a day for 14 days,2024-06-13,M10000
PR20470,P01587,V1021,Mild Infection,2 times a day for 12 days,2024-07-03,M10004
PR20471,P08089,V1029,Mild Infection,3 times a day for 6 days,2024-04-27,M10004
PR20472,P04315,V1042,Severe Gingivitis,3 times a day for 12 days,2024-11-24,M10004
PR20473,P06859,V1033,Severe Gingivitis,1 times a day for 5 days,2024-08-31,M10004
PR20474,P04745,V1026,Internal Injury,1 times a day for 10 days,2024-08-18,M10026
PR20475,P01100,V1039,Nutritional Deficiency,1 times a day for 6 days,2024-10-05,M10000
PR20476,P04622,V1048,Internal Injury,3 times a day for 3 days,2024-02-17,M10038
PR20477,P09869,V1013,Fracture,2 times a day for 8 days,2025-01-03,M10053
PR20478,P04568,V1021,Fungal Infection,2 times a day for 3 days,2024-08-06,M10004
PR20479,P09863,V1017,Fungal Infection,3 times a day for 7 days,2024-03-21,M10004
PR20480,P07595,V1031,Nutritional Deficiency,2 times a day for 9 days,2024-05-01,M10000
PR20481,P05183,V1037,Nutritional Deficiency,2 times a day for 7 days,2024-12-15,M10000
PR20482,P06804,V1021,Nutritional Deficiency,1 times a day for 10 days,2024-11-19,M10000
PR20483,P07609,V1041,Fungal Infection,2 times a day for 8 days,2024-03-19,M10004
PR20484,P02782,V1007,Mild Infection,2 times a day for 9 days,2024-05-08,M10004
PR20485,P06779,V1017,Fungal Infection,2 times a day for 8 days,2024-07-13,M10004
PR20486,P08485,V1016,Fracture,1 times a day for 10 days,2024-11-17,M10070
PR20487,P08500,V1027,Allergic Dermatitis,2 times a day for 10 days,2024-12-21,M10000
PR20488,P04531,V1004,Dental Abscess,3 times a day for 3 days,2024-11-05,M10070
PR20489,P08116,V1013,Fracture,2 times a day for 11 days,2024-06-26,M10004
PR20490,P03653,V1000,Mild Infection,3 times a day for 13 days,2024-12-24,M10004
PR20491,P02503,V1015,Fracture,1 times a day for 3 days,2024-04-10,M10035
PR20492,P01021,V1019,Severe Infection,1 times a day for 7 days,2024-03-24,M10002
PR20493,P05390,V1007,Mild Infection,1 times a day for 9 days,2024-11-12,M10004
PR20494,P00657,V1028,Nutritional Deficiency,2 times a day for 7 days,2024-03-07,M10000
PR20495,P04809,V1008,Severe Infection,1 times a day for 14 days,2024-08-22,M10002
PR20496,P04289,V1032,Severe Infection,3 times a day for 5 days,2024-02-22,M10002
PR20497,P00347,V1039,Parasitic Infestation,1 times a day for 13 days,2024-05-06,M10002
PR20498,P02155,V1037,Parasitic Infestation,2 times a day for 9 days,2024-08-20,M10002
PR20499,P09999,V1016,Severe Infection,1 times a day for 11 days,2024-01-18,M10002
PR20500,P06491,V1036,Internal Injury,1 times a day for 10 days,2024-11-24,M10070
PR20501,P01522,V1027,Parasitic Infestation,1 times a day for 5 days,2025-01-23,M10002
PR20502,P00413,V1005,Tooth Decay,3 times a day for 8 days,2024-07-03,M10056
PR20503,P04789,V1019,Severe Infection,2 times a day for 7 days,2024-04-22,M10002
PR20504,P08398,V1007,Severe Infection,2 times a day for 11 days,2024-03-02,M10002
PR20505,P00320,V1015,Fracture,3 times a day for 13 days,2024-03-05,M10048
PR20506,P08444,V1017,Nutritional Deficiency,3 times a day for 14 days,2024-12-22,M10000
PR20507,P03371,V1048,Internal Injury,2 times a day for 8 days,2024-09-02,M10018
PR20508,P01107,V1004,Tooth Decay,1 times a day for 14 days,2024-04-03,M10056
PR20509,P08689,V1022,Parasitic Infestation,3 times a day for 5 days,2024-06-11,M10002
PR20510,P05237,V1040,Severe Infection,3 times a day for 9 days,2024-10-02,M10002
PR20511,P04647,V1005,Dental Abscess,1 times a day for 5 days,2024-12-18,M10026
PR20512,P08572,V1035,Dental Abscess,2 times a day for 3 days,2024-12-05,M10067
PR20513,P02961,V1045,Allergic Dermatitis,1 times a day for 8 days,2025-02-24,M10000
PR20514,P02861,V1036,Fracture,3 times a day for 6 days,2024-07-07,M10002
PR20515,P08565,V1013,Internal Injury,1 times a day for 10 days,2025-02-11,M10056
PR20516,P02559,V1014,Mild Infection,1 times a day for 14 days,2024-02-20,M10004
PR20517,P06655,V1007,Internal Injury,3 times a day for 9 days,2024-12-29,M10058
PR20518,P03775,V1008,Internal Injury,3 times a day for 4 days,2024-04-08,M10078
PR20519,P05893,V1038,Nutritional Deficiency,3 times a day for 10 days,2024-12-23,M10000
PR20520,P09014,V1017,Parasitic Infestation,1 times a day for 9 days,2024-08-10,M10002
PR20521,P08090,V1027,Fungal Infection,3 times a day for 9 days,2024-01-01,M10004
PR20522,P00629,V1022,Mild Infection,3 times a day for 5 days,2024-03-16,M10004
PR20523,P00287,V1046,Severe Infection,3 times a day for 7 days,2025-02-28,M10002
PR20524,P06777,V1006,Nutritional Deficiency,1 times a day for 13 days,2024-05-18,M10000
PR20525,P08827,V1006,Nutritional Deficiency,2 times a day for 8 days,2024-10-22,M10000
PR20526,P09008,V1006,Parasitic Infestation,1 times a day for 5 days,2024-10-06,M10002
PR20527,P06407,V1046,Severe Infection,3 times a day for 12 days,2024-04-18,M10002
PR20528,P09211,V1023,Mild Infection,2 times a day for 4 days,2024-02-01,M10004
PR20529,P02150,V1025,Mild Infection,1 times a day for 8 days,2025-01-04,M10004
PR20530,P05183,V1039,Allergic Dermatitis,2 times a day for 4 days,2025-01-11,M10000
PR20531,P09404,V1042,Nutritional Deficiency,1 times a day for 13 days,2024-05-13,M10000
PR20532,P08590,V1004,Nutritional Deficiency,2 times a day for 12 days,2024-09-29,M10000
PR20533,P03382,V1048,Fracture,1 times a day for 8 days,2024-11-16,M10026
PR20534,P08706,V1047,Nutritional Deficiency,3 times a day for 9 days,2024-03-10,M10000
PR20535,P01186,V1022,Fungal Infection,2 times a day for 3 days,2024-11-25,M10004
PR20536,P05825,V1034,Mild Infection,3 times a day for 9 days,2024-08-12,M10004
PR20537,P00674,V1016,Fracture,1 times a day for 5 days,2025-02-07,M10077
PR20538,P05759,V1037,Nutritional Deficiency,1 times a day for 12 days,2024-03-16,M10000
PR20539,P09684,V1028,Internal Injury,3 times a day for 8 days,2025-01-29,M10046
PR20540,P06040,V1043,Dental Abscess,3 times a day for 6 days,2024-10-31,M10053
PR20541,P00317,V1009,Severe Infection,1 times a day for 8 days,2024-03-01,M10002
PR20542,P03611,V1021,Parasitic Infestation,2 times a day for 8 days,2024-05-04,M10002
PR20543,P05751,V1010,Mild Infection,3 times a day for 4 days,2024-10-07,M10004
PR20544,P05721,V1020,Nutritional Deficiency,2 times a day for 5 days,2024-05-22,M10000
PR20545,P06856,V1041,Parasitic Infestation,3 times a day for 11 days,2024-04-06,M10002
PR20546,P07411,V1002,Severe Infection,2 times a day for 11 days,2024-05-20,M10002
PR20547,P05916,V1018,Mild Infection,1 times a day for 8 days,2024-08-08,M10004
PR20548,P04626,V1040,Fracture,3 times a day for 4 days,2024-11-24,M10014
PR20549,P08138,V1010,Nutritional Deficiency,2 times a day for 13 days,2024-02-02,M10000
PR20550,P07821,V1044,Fracture,1 times a day for 13 days,2024-09-18,M10004
PR20551,P00306,V1041,Parasitic Infestation,3 times a day for 14 days,2024-08-27,M10002
PR20552,P09640,V1004,Nutritional Deficiency,2 times a day for 12 days,2024-07-09,M10000
PR20553,P04797,V1048,Severe Infection,3 times a day for 4 days,2024-06-09,M10002
