BillID,AppointmentID,Total_amt,Payment_Date,Payment_Status
B13103,A17738,333,,Pending
B13104,A17739,204,7/20/2024,Completed
B13105,A17740,280,3/10/2024,Completed
B13106,A17750,181,,Pending
B13107,A17753,223,12/21/2024,Completed
B13108,A17755,198,,Pending
B13109,A17758,377,7/22/2024,Completed
B13110,A17759,248,,Pending
B13111,A17761,498,4/23/2024,Completed
B13112,A17764,155,2/22/2025,Completed
B13113,A17770,109,,Pending
B13114,A17776,461,,Pending
B13115,A17780,57,,Pending
B13116,A17783,117,12/5/2024,Completed
B13117,A17786,361,9/28/2024,Completed
B13118,A17792,250,,Pending
B13119,A17796,250,,Pending
B13120,A17797,366,12/29/2024,Completed
B13121,A17800,158,11/4/2024,Completed
B13122,A17803,308,11/21/2024,Completed
B13123,A17804,189,3/28/2024,Completed
B13124,A17807,344,,Pending
B13125,A17816,93,,Pending
B13126,A17818,87,2/1/2025,Completed
B13127,A17819,214,3/7/2024,Completed
B13128,A17823,393,8/28/2024,Completed
B13129,A17825,357,1/22/2025,Completed
B13130,A17826,496,,Pending
B13131,A17827,437,,Pending
B13132,A17829,449,,Pending
B13133,A17836,212,,Pending
B13134,A17840,249,2/22/2024,Completed
B13135,A17844,144,5/29/2024,Completed
B13136,A17845,435,11/13/2024,Completed
B13137,A17846,223,,Pending
B13138,A17851,128,11/15/2024,Completed
B13139,A17852,228,5/4/2024,Completed
B13140,A17853,314,,Pending
B13141,A17854,333,8/2/2024,Completed
B13142,A17858,84,,Pending
B13143,A17861,122,,Pending
B13144,A17873,143,2/17/2025,Completed
B13145,A17874,63,10/4/2024,Completed
B13146,A17877,429,,Pending
B13147,A17880,415,1/13/2025,Completed
B13148,A17884,364,,Pending
B13149,A17885,392,,Pending
B13150,A17888,164,,Pending
B13151,A17892,404,,Pending
B13152,A17893,471,,Pending
B13153,A17895,256,,Pending
B13154,A17897,294,4/25/2024,Completed
B13155,A17898,111,,Pending
B13156,A17899,263,,Pending
B13157,A17905,292,6/11/2024,Completed
B13158,A17906,344,,Pending
B13159,A17907,389,2/20/2025,Completed
B13160,A17910,149,1/31/2025,Completed
B13161,A17911,451,6/21/2024,Completed
B13162,A17913,456,,Pending
B13163,A17914,273,8/28/2024,Completed
B13164,A17917,287,1/3/2024,Completed
B13165,A17920,476,3/10/2024,Completed
B13166,A17924,360,5/7/2024,Completed
B13167,A17926,382,,Pending
B13168,A17929,238,6/12/2024,Completed
B13169,A17933,253,,Pending
B13170,A17935,381,9/21/2024,Completed
B13171,A17938,375,,Pending
B13172,A17940,400,,Pending
B13173,A17942,360,8/11/2024,Completed
B13174,A17943,175,,Pending
B13175,A17944,122,10/1/2024,Completed
B13176,A17946,446,5/16/2024,Completed
B13177,A17947,463,,Pending
B13178,A17949,68,,Pending
B13179,A17956,470,8/22/2024,Completed
B13180,A17957,484,,Pending
B13181,A17959,155,,Pending
B13182,A17960,70,,Pending
B13183,A17961,148,,Pending
B13184,A17963,123,,Pending
B13185,A17965,330,4/29/2024,Completed
B13186,A17966,407,9/21/2024,Completed
B13187,A17967,104,8/25/2024,Completed
B13188,A17970,254,11/7/2024,Completed
B13189,A17979,288,,Pending
B13190,A17980,62,7/17/2024,Completed
B13191,A17982,185,,Pending
B13192,A17983,119,4/9/2024,Completed
B13193,A17985,270,3/9/2024,Completed
B13194,A17986,235,,Pending
B13195,A17988,117,,Pending
B13196,A17991,213,,Pending
B13197,A17995,132,7/14/2024,Completed
B13198,A18002,261,,Pending
B13199,A18005,286,12/11/2024,Completed
B13200,A18007,302,,Pending
B13201,A18009,206,5/3/2024,Completed
B13202,A18013,416,4/11/2024,Completed
B13203,A18016,113,3/15/2024,Completed
B13204,A18017,436,,Pending
B13205,A18020,453,,Pending
B13206,A18023,116,9/30/2024,Completed
B13207,A18028,106,9/18/2024,Completed
B13208,A18030,418,7/15/2024,Completed
B13209,A18033,195,,Pending
B13210,A18034,241,,Pending
B13211,A18035,194,,Pending
B13212,A18039,220,6/1/2024,Completed
B13213,A18041,263,1/13/2024,Completed
B13214,A18047,416,,Pending
B13215,A18050,94,,Pending
B13216,A18052,137,,Pending
B13217,A18057,477,,Pending
B13218,A18058,247,,Pending
B13219,A18061,62,,Pending
B13220,A18063,152,,Pending
B13221,A18064,404,,Pending
B13222,A18066,433,,Pending
B13223,A18067,223,,Pending
B13224,A18068,249,6/7/2024,Completed
B13225,A18071,175,7/5/2024,Completed
B13226,A18074,245,4/17/2024,Completed
B13227,A18082,252,5/31/2024,Completed
B13228,A18084,269,1/20/2025,Completed
B13229,A18086,148,,Pending
B13230,A18089,384,2/2/2025,Completed
B13231,A18095,204,2/13/2024,Completed
B13232,A18097,350,,Pending
B13233,A18098,392,2/7/2025,Completed
B13234,A18100,77,,Pending
B13235,A18101,161,,Pending
B13236,A18103,452,,Pending
B13237,A18106,291,11/9/2024,Completed
B13238,A18107,61,8/16/2024,Completed
B13239,A18109,384,,Pending
B13240,A18110,387,,Pending
B13241,A18113,418,,Pending
B13242,A18116,293,2/25/2024,Completed
B13243,A18117,88,3/14/2024,Completed
B13244,A18120,168,5/4/2024,Completed
B13245,A18121,127,11/28/2024,Completed
B13246,A18124,394,1/8/2024,Completed
B13247,A18127,199,2/17/2025,Completed
B13248,A18129,488,,Pending
B13249,A18130,136,4/14/2024,Completed
B13250,A18132,54,,Pending
B13251,A18133,500,,Pending
B13252,A18137,78,6/9/2024,Completed
B13253,A18138,138,,Pending
B13254,A18141,278,,Pending
B13255,A18144,175,,Pending
B13256,A18146,251,11/10/2024,Completed
B13257,A18147,403,,Pending
B13258,A18151,214,4/5/2024,Completed
B13259,A18152,475,,Pending
B13260,A18153,275,,Pending
B13261,A18155,390,5/29/2024,Completed
B13262,A18157,186,4/11/2024,Completed
B13263,A18158,221,5/18/2024,Completed
B13264,A18159,296,,Pending
B13265,A18160,186,,Pending
B13266,A18162,307,,Pending
B13267,A18165,99,,Pending
B13268,A18170,437,5/20/2024,Completed
B13269,A18171,279,10/9/2024,Completed
B13270,A18172,334,,Pending
B13271,A18176,190,1/1/2024,Completed
B13272,A18177,103,1/23/2025,Completed
B13273,A18178,338,,Pending
B13274,A18179,383,9/17/2024,Completed
B13275,A18180,308,,Pending
B13276,A18187,386,11/11/2024,Completed
B13277,A18189,290,,Pending
B13278,A18190,348,,Pending
B13279,A18191,102,7/24/2024,Completed
B13280,A18197,275,4/6/2024,Completed
B13281,A18200,329,,Pending
B13282,A18201,362,,Pending
B13283,A18202,336,,Pending
B13284,A18204,498,4/17/2024,Completed
B13285,A18206,281,,Pending
B13286,A18213,102,,Pending
B13287,A18214,147,,Pending
B13288,A18216,440,4/29/2024,Completed
B13289,A18220,211,,Pending
B13290,A18222,151,,Pending
B13291,A18225,65,,Pending
B13292,A18228,224,,Pending
B13293,A18233,347,,Pending
B13294,A18234,366,12/20/2024,Completed
B13295,A18235,241,9/4/2024,Completed
B13296,A18236,185,6/13/2024,Completed
B13297,A18237,234,10/12/2024,Completed
B13298,A18238,172,,Pending
B13299,A18239,471,,Pending
B13300,A18240,365,8/3/2024,Completed
B13301,A18242,119,,Pending
B13302,A18243,383,5/19/2024,Completed
B13303,A18245,279,,Pending
B13304,A18250,139,,Pending
B13305,A18253,479,,Pending
B13306,A18259,325,4/13/2024,Completed
B13307,A18260,451,,Pending
B13308,A18262,108,2/7/2025,Completed
B13309,A18266,371,11/18/2024,Completed
B13310,A18267,274,11/10/2024,Completed
B13311,A18270,476,,Pending
B13312,A18271,333,12/28/2024,Completed
B13313,A18272,414,,Pending
B13314,A18274,84,,Pending
B13315,A18279,160,4/27/2024,Completed
B13316,A18280,276,,Pending
B13317,A18281,495,5/25/2024,Completed
B13318,A18284,439,2/11/2025,Completed
B13319,A18285,111,,Pending
B13320,A18286,194,2/27/2024,Completed
B13321,A18287,224,,Pending
B13322,A18292,356,,Pending
B13323,A18299,409,12/14/2024,Completed
B13324,A18300,71,,Pending
B13325,A18303,249,8/23/2024,Completed
B13326,A18305,190,4/10/2024,Completed
B13327,A18316,193,,Pending
B13328,A18318,423,10/9/2024,Completed
B13329,A18324,165,8/20/2024,Completed
B13330,A18328,255,,Pending
B13331,A18329,307,,Pending
B13332,A18330,86,12/3/2024,Completed
B13333,A18331,158,,Pending
B13334,A18333,56,,Pending
B13335,A18338,219,2/3/2024,Completed
B13336,A18339,154,,Pending
B13337,A18341,145,,Pending
B13338,A18345,303,,Pending
B13339,A18348,72,,Pending
B13340,A18349,279,,Pending
B13341,A18350,319,,Pending
B13342,A18351,366,,Pending
B13343,A18353,307,,Pending
B13344,A18356,157,,Pending
B13345,A18357,416,,Pending
B13346,A18360,267,5/9/2024,Completed
B13347,A18362,229,2/5/2025,Completed
B13348,A18364,219,,Pending
B13349,A18372,221,,Pending
B13350,A18374,239,8/27/2024,Completed
B13351,A18375,460,,Pending
B13352,A18379,54,,Pending
B13353,A18383,109,,Pending
B13354,A18384,377,,Pending
B13355,A18387,367,5/31/2024,Completed
B13356,A18389,384,1/25/2025,Completed
B13357,A18390,479,,Pending
B13358,A18391,240,6/1/2024,Completed
B13359,A18392,162,1/8/2025,Completed
B13360,A18393,338,11/3/2024,Completed
B13361,A18395,340,2/20/2024,Completed
B13362,A18398,263,,Pending
B13363,A18400,307,5/7/2024,Completed
B13364,A18403,459,12/21/2024,Completed
B13365,A18408,85,1/17/2024,Completed
B13366,A18411,148,2/21/2025,Completed
B13367,A18412,133,4/25/2024,Completed
B13368,A18413,226,,Pending
B13369,A18415,164,3/18/2024,Completed
B13370,A18416,371,10/21/2024,Completed
B13371,A18418,362,2/18/2024,Completed
B13372,A18425,94,2/23/2024,Completed
B13373,A18426,401,,Pending
B13374,A18427,376,,Pending
B13375,A18428,316,6/1/2024,Completed
B13376,A18431,163,5/5/2024,Completed
B13377,A18434,296,4/28/2024,Completed
B13378,A18435,331,,Pending
B13379,A18436,345,1/11/2024,Completed
B13380,A18439,475,2/4/2025,Completed
B13381,A18441,329,,Pending
B13382,A18442,236,8/26/2024,Completed
B13383,A18444,164,2/15/2024,Completed
B13384,A18445,264,,Pending
B13385,A18448,300,6/29/2024,Completed
B13386,A18451,164,,Pending
B13387,A18454,429,5/20/2024,Completed
B13388,A18457,270,,Pending
B13389,A18464,128,,Pending
B13390,A18468,114,11/3/2024,Completed
B13391,A18469,488,9/4/2024,Completed
B13392,A18471,275,4/5/2024,Completed
B13393,A18473,82,,Pending
B13394,A18474,54,1/22/2025,Completed
B13395,A18477,274,8/14/2024,Completed
B13396,A18490,344,,Pending
B13397,A18500,142,1/5/2025,Completed
B13398,A18501,201,,Pending
B13399,A18504,341,,Pending
B13400,A18508,473,2/13/2024,Completed
B13401,A18510,229,9/3/2024,Completed
B13402,A18511,62,,Pending
B13403,A18514,335,,Pending
B13404,A18525,226,12/17/2024,Completed
B13405,A18528,77,2/20/2025,Completed
B13406,A18530,373,,Pending
B13407,A18534,482,,Pending
B13408,A18537,460,1/22/2025,Completed
B13409,A18538,332,,Pending
B13410,A18539,188,12/22/2024,Completed
B13411,A18544,379,,Pending
B13412,A18545,116,,Pending
B13413,A18546,419,11/10/2024,Completed
B13414,A18550,288,,Pending
B13415,A18551,213,,Pending
B13416,A18554,330,9/13/2024,Completed
B13417,A18558,258,2/10/2024,Completed
B13418,A18559,291,,Pending
B13419,A18565,248,,Pending
B13420,A18566,274,,Pending
B13421,A18569,70,6/16/2024,Completed
B13422,A18573,299,,Pending
B13423,A18576,296,7/5/2024,Completed
B13424,A18577,82,2/28/2025,Completed
B13425,A18581,218,,Pending
B13426,A18582,495,2/2/2025,Completed
B13427,A18583,209,,Pending
B13428,A18586,101,,Pending
B13429,A18588,445,10/17/2024,Completed
B13430,A18595,287,4/10/2024,Completed
B13431,A18596,452,,Pending
B13432,A18598,233,,Pending
B13433,A18601,356,2/3/2025,Completed
B13434,A18606,490,,Pending
B13435,A18607,197,3/25/2024,Completed
B13436,A18608,120,12/9/2024,Completed
B13437,A18612,181,,Pending
B13438,A18623,149,,Pending
B13439,A18624,270,4/2/2024,Completed
B13440,A18625,284,3/5/2024,Completed
B13441,A18629,347,,Pending
B13442,A18637,236,2/28/2024,Completed
B13443,A18638,140,11/15/2024,Completed
B13444,A18647,60,10/26/2024,Completed
B13445,A18649,497,,Pending
B13446,A18651,433,7/11/2024,Completed
B13447,A18654,438,1/14/2024,Completed
B13448,A18657,452,,Pending
B13449,A18658,77,,Pending
B13450,A18660,430,3/14/2024,Completed
B13451,A18661,308,,Pending
B13452,A18664,118,1/4/2024,Completed
B13453,A18665,242,8/14/2024,Completed
B13454,A18669,378,,Pending
B13455,A18670,155,2/15/2024,Completed
B13456,A18680,401,1/26/2025,Completed
B13457,A18681,348,,Pending
B13458,A18682,108,6/23/2024,Completed
B13459,A18685,320,,Pending
B13460,A18686,191,12/5/2024,Completed
B13461,A18688,430,11/3/2024,Completed
B13462,A18691,233,,Pending
B13463,A18692,249,,Pending
B13464,A18696,376,7/5/2024,Completed
B13465,A18697,252,4/19/2024,Completed
B13466,A18701,169,6/11/2024,Completed
B13467,A18709,111,,Pending
B13468,A18710,77,,Pending
B13469,A18713,264,,Pending
B13470,A18714,329,,Pending
B13471,A18715,129,7/2/2024,Completed
B13472,A18718,321,7/30/2024,Completed
B13473,A18720,95,,Pending
B13474,A18721,204,,Pending
B13475,A18724,304,,Pending
B13476,A18725,473,8/22/2024,Completed
B13477,A18727,221,,Pending
B13478,A18728,202,2/27/2024,Completed
B13479,A18731,477,2/24/2024,Completed
B13480,A18732,336,,Pending
B13481,A18737,80,,Pending
B13482,A18739,67,7/8/2024,Completed
B13483,A18741,429,,Pending
B13484,A18748,234,12/4/2024,Completed
B13485,A18749,216,9/8/2024,Completed
B13486,A18752,439,6/1/2024,Completed
B13487,A18762,465,4/11/2024,Completed
B13488,A18766,280,6/11/2024,Completed
B13489,A18767,231,,Pending
B13490,A18769,441,,Pending
B13491,A18775,214,,Pending
B13492,A18776,159,7/24/2024,Completed
B13493,A18778,396,,Pending
B13494,A18792,324,2/25/2024,Completed
B13495,A18794,56,,Pending
B13496,A18795,290,,Pending
B13497,A18798,52,,Pending
B13498,A18801,69,1/3/2024,Completed
B13499,A18803,344,,Pending
B13500,A18805,144,9/9/2024,Completed
B13501,A18806,489,,Pending
B13502,A18808,175,2/19/2024,Completed
B13503,A18810,266,5/16/2024,Completed
B13504,A18811,445,,Pending
B13505,A18813,422,1/17/2025,Completed
B13506,A18820,122,4/1/2024,Completed
B13507,A18821,144,,Pending
B13508,A18824,363,,Pending
B13509,A18825,343,11/26/2024,Completed
B13510,A18827,141,,Pending
B13511,A18828,412,,Pending
B13512,A18833,355,3/28/2024,Completed
B13513,A18834,110,1/26/2024,Completed
B13514,A18838,117,,Pending
B13515,A18848,425,,Pending
B13516,A18852,158,7/26/2024,Completed
B13517,A18854,459,,Pending
B13518,A18855,230,,Pending
B13519,A18857,485,4/18/2024,Completed
B13520,A18858,157,7/23/2024,Completed
B13521,A18862,226,,Pending
B13522,A18865,467,10/10/2024,Completed
B13523,A18866,218,,Pending
B13524,A18874,103,,Pending
B13525,A18875,325,,Pending
B13526,A18876,485,,Pending
B13527,A18882,467,,Pending
B13528,A18883,491,,Pending
B13529,A18885,53,1/7/2024,Completed
B13530,A18887,224,2/2/2025,Completed
B13531,A18888,274,2/28/2025,Completed
B13532,A18890,363,8/13/2024,Completed
B13533,A18892,408,,Pending
B13534,A18895,126,,Pending
B13535,A18899,171,4/22/2024,Completed
B13536,A18900,401,3/1/2024,Completed
B13537,A18905,385,,Pending
B13538,A18908,204,,Pending
B13539,A18911,396,,Pending
B13540,A18915,381,12/13/2024,Completed
B13541,A18918,441,8/23/2024,Completed
B13542,A18923,183,,Pending
B13543,A18925,67,10/26/2024,Completed
B13544,A18926,159,1/22/2025,Completed
B13545,A18932,479,3/20/2024,Completed
B13546,A18938,304,10/27/2024,Completed
B13547,A18941,72,,Pending
B13548,A18943,264,,Pending
B13549,A18944,475,11/9/2024,Completed
B13550,A18951,486,2/13/2024,Completed
B13551,A18952,483,11/7/2024,Completed
B13552,A18953,280,,Pending
B13553,A18955,245,,Pending
B13554,A18956,427,,Pending
B13555,A18961,201,1/2/2024,Completed
B13556,A18963,156,10/31/2024,Completed
B13557,A18966,500,,Pending
B13558,A18967,340,7/19/2024,Completed
B13559,A18968,146,,Pending
B13560,A18969,498,1/17/2024,Completed
B13561,A18970,401,2/14/2025,Completed
B13562,A18976,484,7/27/2024,Completed
B13563,A18977,116,,Pending
B13564,A18984,52,5/20/2024,Completed
B13565,A18985,216,,Pending
B13566,A18994,74,6/16/2024,Completed
B13567,A18995,347,,Pending
B13568,A18997,406,,Pending
B13569,A19003,407,,Pending
B13570,A19004,253,,Pending
B13571,A19014,397,1/3/2025,Completed
B13572,A19015,348,9/23/2024,Completed
B13573,A19016,234,3/22/2024,Completed
B13574,A19020,196,,Pending
B13575,A19022,318,5/15/2024,Completed
B13576,A19030,458,,Pending
B13577,A19031,461,,Pending
B13578,A19033,330,11/12/2024,Completed
B13579,A19035,194,,Pending
B13580,A19038,367,8/7/2024,Completed
B13581,A19041,359,1/18/2024,Completed
B13582,A19043,133,,Pending
B13583,A19044,77,,Pending
B13584,A19046,495,1/19/2025,Completed
B13585,A19053,242,,Pending
B13586,A19054,162,,Pending
B13587,A19055,319,11/19/2024,Completed
B13588,A19057,358,,Pending
B13589,A19058,94,,Pending
B13590,A19059,311,,Pending
B13591,A19061,278,,Pending
B13592,A19064,342,,Pending
B13593,A19065,263,,Pending
B13594,A19067,362,,Pending
B13595,A19069,145,,Pending
B13596,A19070,165,1/15/2025,Completed
B13597,A19071,392,,Pending
B13598,A19076,237,1/1/2024,Completed
B13599,A19077,135,6/7/2024,Completed
B13600,A19078,431,,Pending
B13601,A19079,94,1/16/2024,Completed
B13602,A19085,297,,Pending
B13603,A19088,84,7/29/2024,Completed
B13604,A19089,450,,Pending
B13605,A19090,70,,Pending
B13606,A19091,470,5/30/2024,Completed
B13607,A19092,136,1/13/2024,Completed
B13608,A19093,436,12/18/2024,Completed
B13609,A19094,320,8/2/2024,Completed
B13610,A19095,77,,Pending
B13611,A19098,414,5/19/2024,Completed
B13612,A19099,189,,Pending
B13613,A19101,468,12/21/2024,Completed
B13614,A19102,220,12/6/2024,Completed
B13615,A19104,73,10/15/2024,Completed
B13616,A19107,194,,Pending
B13617,A19108,336,1/28/2024,Completed
B13618,A19111,444,3/28/2024,Completed
B13619,A19113,62,,Pending
B13620,A19114,262,8/5/2024,Completed
B13621,A19115,356,,Pending
B13622,A19116,156,,Pending
B13623,A19117,228,1/6/2024,Completed
B13624,A19121,121,,Pending
B13625,A19122,309,2/27/2024,Completed
B13626,A19124,317,6/6/2024,Completed
B13627,A19126,309,,Pending
B13628,A19130,292,,Pending
B13629,A19133,341,2/13/2024,Completed
B13630,A19136,169,1/29/2024,Completed
B13631,A19137,227,1/2/2024,Completed
B13632,A19139,347,2/21/2025,Completed
B13633,A19142,294,,Pending
B13634,A19144,139,1/14/2025,Completed
B13635,A19148,196,3/14/2024,Completed
B13636,A19149,266,,Pending
B13637,A19152,199,1/15/2024,Completed
B13638,A19153,447,1/24/2024,Completed
B13639,A19157,131,,Pending
B13640,A19159,479,2/15/2025,Completed
B13641,A19160,111,1/27/2024,Completed
B13642,A19161,362,,Pending
B13643,A19167,156,5/22/2024,Completed
B13644,A19171,74,12/18/2024,Completed
B13645,A19172,295,,Pending
B13646,A19182,244,,Pending
B13647,A19189,442,,Pending
B13648,A19193,239,,Pending
B13649,A19194,328,3/4/2024,Completed
B13650,A19195,277,,Pending
B13651,A19199,318,9/20/2024,Completed
B13652,A19202,357,,Pending
B13653,A19204,135,,Pending
B13654,A19205,457,7/18/2024,Completed
B13655,A19206,452,,Pending
B13656,A19209,250,6/20/2024,Completed
B13657,A19212,69,,Pending
B13658,A19216,498,12/29/2024,Completed
B13659,A19218,405,1/23/2025,Completed
B13660,A19221,204,,Pending
B13661,A19222,74,,Pending
B13662,A19224,289,7/10/2024,Completed
B13663,A19227,201,,Pending
B13664,A19231,341,,Pending
B13665,A19234,205,,Pending
B13666,A19235,385,2/18/2025,Completed
B13667,A19247,453,2/5/2024,Completed
B13668,A19255,92,7/26/2024,Completed
B13669,A19256,56,5/24/2024,Completed
B13670,A19261,467,,Pending
B13671,A19270,274,3/19/2024,Completed
B13672,A19274,379,5/2/2024,Completed
B13673,A19279,194,,Pending
B13674,A19281,438,3/25/2024,Completed
B13675,A19283,354,,Pending
B13676,A19295,53,8/14/2024,Completed
B13677,A19298,176,,Pending
B13678,A19299,200,7/14/2024,Completed
B13679,A19300,359,,Pending
B13680,A19304,420,10/20/2024,Completed
B13681,A19306,80,,Pending
B13682,A19311,338,7/2/2024,Completed
B13683,A19312,437,5/1/2024,Completed
B13684,A19315,180,11/12/2024,Completed
B13685,A19316,130,,Pending
B13686,A19326,230,3/29/2024,Completed
B13687,A19328,350,8/16/2024,Completed
B13688,A19331,478,,Pending
B13689,A19335,342,1/3/2025,Completed
B13690,A19336,221,,Pending
B13691,A19339,143,9/19/2024,Completed
B13692,A19341,263,10/18/2024,Completed
B13693,A19350,130,11/3/2024,Completed
B13694,A19351,56,,Pending
B13695,A19353,495,10/14/2024,Completed
B13696,A19355,137,,Pending
B13697,A19358,466,10/24/2024,Completed
B13698,A19359,224,3/1/2024,Completed
B13699,A19360,269,,Pending
B13700,A19362,328,5/14/2024,Completed
B13701,A19367,233,,Pending
B13702,A19371,189,,Pending
B13703,A19372,309,,Pending
B13704,A19376,437,,Pending
B13705,A19380,264,,Pending
B13706,A19381,76,11/15/2024,Completed
B13707,A19382,288,1/6/2024,Completed
B13708,A19384,237,1/4/2025,Completed
B13709,A19388,466,10/3/2024,Completed
B13710,A19389,316,2/6/2024,Completed
B13711,A19390,222,8/5/2024,Completed
B13712,A19391,477,,Pending
B13713,A19394,297,,Pending
B13714,A19395,198,1/21/2025,Completed
B13715,A19396,232,,Pending
B13716,A19399,370,,Pending
B13717,A19402,62,,Pending
B13718,A19403,135,,Pending
B13719,A19405,375,,Pending
B13720,A19411,86,12/30/2024,Completed
B13721,A19414,93,,Pending
B13722,A19419,444,,Pending
B13723,A19420,368,,Pending
B13724,A19422,193,,Pending
B13725,A19423,436,11/29/2024,Completed
B13726,A19425,344,9/27/2024,Completed
B13727,A19434,486,,Pending
B13728,A19437,76,12/29/2024,Completed
B13729,A19438,121,8/28/2024,Completed
B13730,A19439,418,10/2/2024,Completed
B13731,A19444,437,,Pending
B13732,A19447,88,,Pending
B13733,A19451,278,10/6/2024,Completed
B13734,A19452,341,,Pending
B13735,A19453,110,2/10/2025,Completed
B13736,A19455,51,,Pending
B13737,A19456,278,7/25/2024,Completed
B13738,A19458,120,8/29/2024,Completed
B13739,A19462,117,,Pending
B13740,A19463,243,10/5/2024,Completed
B13741,A19474,205,,Pending
B13742,A19475,388,,Pending
B13743,A19479,331,,Pending
B13744,A19483,90,8/15/2024,Completed
B13745,A19486,209,,Pending
B13746,A19487,137,5/16/2024,Completed
B13747,A19493,309,,Pending
B13748,A19496,393,,Pending
B13749,A19497,264,1/18/2025,Completed
B13750,A19498,374,11/23/2024,Completed
B13751,A19499,263,,Pending
B13752,A19503,140,1/7/2025,Completed
B13753,A19508,280,12/9/2024,Completed
B13754,A19513,324,,Pending
B13755,A19519,344,1/24/2024,Completed
B13756,A19522,50,2/21/2025,Completed
B13757,A19525,100,,Pending
B13758,A19529,198,6/7/2024,Completed
B13759,A19535,141,,Pending
B13760,A19539,373,4/16/2024,Completed
B13761,A19540,362,9/25/2024,Completed
B13762,A19542,193,5/13/2024,Completed
B13763,A19545,475,10/14/2024,Completed
B13764,A19546,71,,Pending
B13765,A19549,192,3/3/2024,Completed
B13766,A19550,61,6/9/2024,Completed
B13767,A19553,146,2/17/2024,Completed
B13768,A19556,169,,Pending
B13769,A19557,295,,Pending
B13770,A19558,144,,Pending
B13771,A19567,439,2/15/2024,Completed
B13772,A19568,329,1/10/2024,Completed
B13773,A19570,381,7/25/2024,Completed
B13774,A19571,154,10/8/2024,Completed
B13775,A19574,435,10/30/2024,Completed
B13776,A19575,422,,Pending
B13777,A19579,427,,Pending
B13778,A19585,157,,Pending
B13779,A19591,185,,Pending
B13780,A19598,282,4/14/2024,Completed
B13781,A19600,229,2/25/2024,Completed
B13782,A19602,218,1/3/2025,Completed
B13783,A19603,144,,Pending
B13784,A19605,279,6/4/2024,Completed
B13785,A19621,152,,Pending
B13786,A19623,141,1/20/2025,Completed
B13787,A19625,312,,Pending
B13788,A19626,481,,Pending
B13789,A19627,492,,Pending
B13790,A19628,196,,Pending
B13791,A19630,187,1/7/2024,Completed
B13792,A19633,420,9/18/2024,Completed
B13793,A19634,289,,Pending
B13794,A19635,233,,Pending
B13795,A19637,139,4/27/2024,Completed
B13796,A19642,97,,Pending
B13797,A19643,153,7/28/2024,Completed
B13798,A19644,371,,Pending
B13799,A19647,386,,Pending
B13800,A19648,281,,Pending
B13801,A19649,406,8/13/2024,Completed
B13802,A19653,245,,Pending
B13803,A19655,253,,Pending
B13804,A19656,154,1/15/2025,Completed
B13805,A19657,290,,Pending
B13806,A19664,429,12/31/2024,Completed
B13807,A19665,475,,Pending
B13808,A19666,72,9/24/2024,Completed
B13809,A19667,211,11/23/2024,Completed
B13810,A19679,216,1/23/2024,Completed
B13811,A19681,439,1/14/2025,Completed
B13812,A19682,78,,Pending
B13813,A19683,127,8/5/2024,Completed
B13814,A19684,326,,Pending
B13815,A19685,499,7/6/2024,Completed
B13816,A19686,104,,Pending
B13817,A19688,315,5/28/2024,Completed
B13818,A19690,53,1/28/2024,Completed
B13819,A19695,395,,Pending
B13820,A19696,154,3/12/2024,Completed
B13821,A19703,131,1/15/2024,Completed
B13822,A19704,379,,Pending
B13823,A19705,284,,Pending
B13824,A19706,177,,Pending
B13825,A19707,103,,Pending
B13826,A19708,379,7/4/2024,Completed
B13827,A19709,78,,Pending
B13828,A19710,131,,Pending
B13829,A19711,92,12/5/2024,Completed
B13830,A19712,148,1/10/2025,Completed
B13831,A19713,293,8/30/2024,Completed
B13832,A19714,437,,Pending
B13833,A19715,254,8/31/2024,Completed
B13834,A19716,185,7/22/2024,Completed
B13835,A19719,246,,Pending
B13836,A19720,236,,Pending
B13837,A19728,434,,Pending
B13838,A19729,423,8/23/2024,Completed
B13839,A19731,325,12/7/2024,Completed
B13840,A19734,311,,Pending
B13841,A19736,328,,Pending
B13842,A19737,334,6/13/2024,Completed
B13843,A19740,393,,Pending
B13844,A19743,194,,Pending
B13845,A19744,313,5/29/2024,Completed
B13846,A19746,496,6/25/2024,Completed
B13847,A19747,377,,Pending
B13848,A19752,371,,Pending
B13849,A19758,488,,Pending
B13850,A19770,419,,Pending
B13851,A19771,235,,Pending
B13852,A19775,447,10/29/2024,Completed
B13853,A19777,316,2/28/2025,Completed
B13854,A19778,128,9/20/2024,Completed
B13855,A19780,487,,Pending
B13856,A19781,247,1/20/2025,Completed
B13857,A19783,460,,Pending
B13858,A19787,452,,Pending
B13859,A19792,283,1/4/2024,Completed
B13860,A19794,58,6/16/2024,Completed
B13861,A19796,118,9/30/2024,Completed
B13862,A19797,339,,Pending
B13863,A19803,337,,Pending
B13864,A19805,84,,Pending
B13865,A19807,348,,Pending
B13866,A19810,388,10/13/2024,Completed
B13867,A19811,267,5/9/2024,Completed
B13868,A19813,86,,Pending
B13869,A19814,451,12/31/2024,Completed
B13870,A19815,452,,Pending
B13871,A19816,242,,Pending
B13872,A19817,399,4/21/2024,Completed
B13873,A19824,195,3/3/2024,Completed
B13874,A19825,357,11/9/2024,Completed
B13875,A19827,102,11/29/2024,Completed
B13876,A19832,98,2/16/2024,Completed
B13877,A19838,348,12/15/2024,Completed
B13878,A19843,379,,Pending
