AppointmentID,PetID,VetID,ServiceType,ApptDate,Status,LocationID
A10418,P03499,V1045,Checkup,2/2/2026,Scheduled,L001
A10419,P03553,V1002,Heart Screening,5/29/2025,Scheduled,L001
A10420,P06202,V1035,Tooth Extraction,9/29/2025,Scheduled,L002
A10421,P09390,V1028,Emergency,6/6/2024,Completed,L001
A10422,P04766,V1033,Checkup,9/8/2026,Scheduled,L002
A10423,P00259,V1020,Checkup,4/26/2026,Scheduled,L001
A10424,P03144,V1014,Skin Treatment,5/11/2025,Cancelled,L001
A10425,P07320,V1048,Surgery,4/20/2026,Scheduled,L001
A10426,P06185,V1010,Neurological Exam,10/18/2025,Scheduled,L001
A10427,P08580,V1018,Neurological Exam,6/20/2025,Cancelled,L001
A10428,P09153,V1030,Emergency,4/14/2024,Completed,L002
A10429,P09884,V1033,Tooth Extraction,2/16/2024,Completed,L002
A10430,P08801,V1044,Emergency,2/25/2025,Completed,L001
A10431,P08369,V1007,Heart Screening,3/27/2026,Cancelled,L001
A10432,P01010,V1008,Emergency,5/4/2024,Completed,L001
A10433,P06731,V1012,Checkup,3/8/2025,Cancelled,L001
A10434,P01813,V1024,Surgery,8/20/2025,Cancelled,L002
A10435,P02980,V1017,Skin Treatment,6/27/2026,Scheduled,L001
A10436,P00855,V1035,Dental Cleaning,3/24/2025,Cancelled,L001
A10437,P09655,V1020,Emergency,4/8/2025,Scheduled,L001
A10438,P07905,V1023,Skin Treatment,12/28/2025,Scheduled,L002
A10439,P01815,V1015,Surgery,7/17/2026,Cancelled,L002
A10440,P05758,V1032,Heart Screening,3/5/2026,Scheduled,L002
A10441,P05399,V1005,Tooth Extraction,11/6/2026,Scheduled,L001
A10442,P02829,V1021,Checkup,2/4/2025,Completed,L001
A10443,P03968,V1047,Checkup,6/3/2026,Scheduled,L002
A10444,P09355,V1026,Neurological Exam,11/2/2026,Cancelled,L002
A10445,P07817,V1044,Neurological Exam,11/28/2024,Completed,L002
A10446,P05133,V1022,Checkup,11/3/2024,Completed,L002
A10447,P05147,V1003,Emergency,10/30/2025,Cancelled,L002
A10448,P00208,V1048,Surgery,8/29/2024,Completed,L001
A10449,P03957,V1020,Checkup,8/2/2025,Cancelled,L002
A10450,P09941,V1025,Heart Screening,12/30/2026,Scheduled,L002
A10451,P03504,V1022,Checkup,3/19/2025,Scheduled,L001
A10452,P09472,V1007,Emergency,10/1/2026,Cancelled,L002
A10453,P07785,V1011,Neurological Exam,7/29/2025,Cancelled,L001
A10454,P09305,V1000,Checkup,2/22/2024,Completed,L001
A10455,P03033,V1029,Checkup,4/30/2024,Completed,L002
A10456,P04777,V1026,Emergency,3/6/2024,Completed,L001
A10457,P05417,V1035,Dental Cleaning,8/4/2026,Cancelled,L002
A10458,P09933,V1034,Checkup,7/20/2024,Completed,L001
A10459,P03123,V1039,Skin Treatment,6/9/2026,Cancelled,L001
A10460,P04963,V1020,Emergency,11/3/2024,Completed,L001
A10461,P05026,V1044,Checkup,1/22/2024,Completed,L002
A10462,P02556,V1041,Checkup,1/30/2026,Scheduled,L002
A10463,P07220,V1037,Checkup,5/8/2024,Completed,L001
A10464,P01107,V1009,Emergency,10/23/2026,Cancelled,L001
A10465,P04492,V1009,Emergency,6/16/2025,Scheduled,L001
A10466,P07889,V1020,Emergency,5/18/2025,Cancelled,L001
A10467,P04368,V1014,Checkup,10/24/2026,Cancelled,L001
A10468,P07544,V1022,Checkup,4/2/2024,Completed,L002
A10469,P04338,V1021,Skin Treatment,10/14/2025,Scheduled,L002
A10470,P07835,V1014,Skin Treatment,7/10/2025,Cancelled,L002
A10471,P04509,V1032,Checkup,9/17/2025,Scheduled,L001
A10472,P06760,V1027,Checkup,11/27/2025,Cancelled,L001
A10473,P08656,V1020,Checkup,3/21/2026,Cancelled,L001
A10474,P09358,V1036,Heart Screening,1/19/2025,Completed,L002
A10475,P08680,V1021,Skin Treatment,2/13/2025,Completed,L002
A10476,P05758,V1006,Skin Treatment,7/8/2025,Scheduled,L002
A10477,P08499,V1015,Surgery,8/21/2024,Completed,L001
A10478,P02391,V1036,Emergency,8/20/2025,Cancelled,L001
A10479,P03100,V1047,Tooth Extraction,7/15/2026,Cancelled,L001
A10480,P04654,V1010,Neurological Exam,6/10/2025,Scheduled,L001
A10481,P00730,V1038,Tooth Extraction,2/12/2025,Completed,L002
A10482,P03474,V1015,Surgery,3/11/2024,Completed,L001
A10483,P07158,V1008,Checkup,6/17/2026,Cancelled,L001
A10484,P00858,V1011,Neurological Exam,9/20/2024,Completed,L002
A10485,P00668,V1027,Checkup,12/12/2024,Completed,L002
A10486,P06161,V1030,Surgery,4/30/2026,Scheduled,L001
A10487,P01965,V1018,Checkup,2/11/2025,Completed,L002
A10488,P03284,V1045,Skin Treatment,6/2/2026,Scheduled,L002
A10489,P05651,V1049,Surgery,7/14/2026,Cancelled,L001
A10490,P06392,V1041,Checkup,4/29/2026,Scheduled,L001
A10491,P09731,V1047,Tooth Extraction,11/27/2025,Scheduled,L002
A10492,P06588,V1041,Checkup,11/21/2025,Scheduled,L002
A10493,P06742,V1012,Emergency,6/20/2025,Cancelled,L001
A10494,P00026,V1008,Checkup,11/3/2025,Scheduled,L001
A10495,P03730,V1006,Checkup,4/11/2024,Completed,L001
A10496,P03681,V1021,Checkup,5/14/2025,Scheduled,L002
A10497,P09061,V1036,Checkup,1/8/2026,Cancelled,L002
A10498,P02274,V1022,Skin Treatment,2/25/2026,Scheduled,L001
A10499,P06877,V1012,Emergency,2/3/2026,Scheduled,L001
A10500,P07978,V1015,Surgery,7/4/2025,Scheduled,L002
A10501,P00000,V1038,Dental Cleaning,3/10/2026,Scheduled,L002
A10502,P07911,V1038,Checkup,10/8/2024,Completed,L002
A10503,P06055,V1047,Dental Cleaning,7/20/2026,Scheduled,L001
A10504,P02617,V1020,Checkup,3/17/2024,Completed,L001
A10505,P00810,V1013,Emergency,7/19/2024,Completed,L001
A10506,P02865,V1033,Tooth Extraction,5/16/2026,Cancelled,L002
A10507,P03499,V1049,Surgery,11/3/2025,Cancelled,L001
A10508,P06073,V1005,Tooth Extraction,6/10/2025,Scheduled,L002
A10509,P07864,V1020,Emergency,8/27/2025,Scheduled,L001
A10510,P01155,V1036,Checkup,5/27/2026,Cancelled,L001
A10511,P09838,V1022,Checkup,4/21/2026,Cancelled,L001
A10512,P06291,V1019,Emergency,6/16/2025,Scheduled,L002
A10513,P00927,V1033,Tooth Extraction,10/22/2026,Cancelled,L002
A10514,P01375,V1049,Surgery,8/17/2025,Cancelled,L002
A10515,P04729,V1032,Emergency,5/20/2026,Cancelled,L002
A10516,P08673,V1024,Surgery,3/7/2025,Cancelled,L001
A10517,P07111,V1004,Dental Cleaning,1/8/2025,Completed,L001
A10518,P07035,V1035,Tooth Extraction,12/6/2025,Scheduled,L002
A10519,P03782,V1018,Checkup,11/24/2026,Scheduled,L001
A10520,P00178,V1000,Checkup,12/29/2025,Scheduled,L001
A10521,P05828,V1010,Checkup,3/27/2025,Cancelled,L002
A10522,P09335,V1009,Surgery,3/5/2024,Completed,L002
A10523,P02042,V1047,Dental Cleaning,4/28/2026,Cancelled,L001
A10524,P05341,V1005,Tooth Extraction,7/31/2026,Cancelled,L001
A10525,P02419,V1038,Dental Cleaning,6/5/2026,Scheduled,L001
A10526,P07705,V1023,Skin Treatment,6/15/2025,Scheduled,L001
A10527,P08729,V1012,Emergency,2/16/2025,Completed,L002
A10528,P00673,V1047,Tooth Extraction,4/25/2026,Scheduled,L001
A10529,P06457,V1026,Emergency,4/20/2025,Cancelled,L001
A10530,P02822,V1033,Checkup,8/6/2024,Completed,L002
A10531,P04443,V1003,Emergency,9/8/2024,Completed,L001
A10532,P08770,V1019,Emergency,3/31/2025,Scheduled,L001
A10533,P04726,V1011,Emergency,12/18/2026,Scheduled,L001
A10534,P00795,V1040,Heart Screening,6/29/2025,Cancelled,L001
A10535,P06687,V1023,Skin Treatment,11/24/2024,Completed,L002
A10536,P01388,V1049,Surgery,5/20/2025,Cancelled,L001
A10537,P08340,V1045,Skin Treatment,6/7/2025,Scheduled,L001
A10538,P05116,V1024,Emergency,3/31/2025,Scheduled,L002
A10539,P03202,V1004,Checkup,4/7/2025,Cancelled,L001
A10540,P00501,V1009,Emergency,11/19/2025,Scheduled,L001
A10541,P04164,V1042,Tooth Extraction,4/13/2026,Scheduled,L001
A10542,P07971,V1042,Tooth Extraction,12/28/2026,Cancelled,L001
A10543,P09999,V1023,Skin Treatment,3/3/2025,Scheduled,L001
A10544,P09829,V1017,Skin Treatment,1/11/2024,Completed,L001
A10545,P03076,V1021,Skin Treatment,2/13/2026,Scheduled,L002
A10546,P08117,V1000,Heart Screening,11/10/2025,Scheduled,L001
A10547,P02704,V1043,Checkup,4/27/2026,Cancelled,L002
A10548,P08236,V1047,Dental Cleaning,9/13/2025,Cancelled,L002
A10549,P02474,V1038,Dental Cleaning,8/17/2024,Completed,L001
A10550,P01161,V1006,Checkup,5/18/2024,Completed,L001
A10551,P07376,V1012,Checkup,3/11/2024,Completed,L001
A10552,P01917,V1049,Emergency,9/22/2026,Cancelled,L001
A10553,P09770,V1049,Emergency,10/17/2025,Scheduled,L001
A10554,P04598,V1022,Checkup,7/3/2026,Scheduled,L002
A10555,P05610,V1046,Emergency,4/6/2026,Scheduled,L001
A10556,P01834,V1026,Neurological Exam,8/22/2026,Scheduled,L002
A10557,P00864,V1047,Dental Cleaning,4/2/2024,Completed,L001
A10558,P00634,V1028,Checkup,10/19/2025,Cancelled,L002
A10559,P00497,V1018,Neurological Exam,3/28/2024,Completed,L001
A10560,P09933,V1038,Tooth Extraction,12/28/2025,Scheduled,L001
A10561,P00917,V1036,Checkup,11/21/2025,Cancelled,L001
A10562,P07529,V1031,Skin Treatment,2/8/2024,Completed,L001
A10563,P04901,V1024,Emergency,2/18/2026,Cancelled,L001
A10564,P02987,V1003,Surgery,9/22/2026,Scheduled,L002
A10565,P03746,V1044,Checkup,3/3/2025,Scheduled,L001
A10566,P08301,V1018,Neurological Exam,1/2/2024,Completed,L001
A10567,P04004,V1015,Emergency,12/8/2026,Cancelled,L002
A10568,P00477,V1010,Neurological Exam,2/9/2025,Completed,L001
A10569,P06993,V1018,Neurological Exam,7/3/2025,Cancelled,L001
A10570,P06009,V1008,Neurological Exam,6/6/2024,Completed,L002
A10571,P00023,V1040,Heart Screening,12/10/2026,Scheduled,L001
A10572,P02914,V1036,Emergency,9/30/2024,Completed,L002
A10573,P00152,V1047,Dental Cleaning,6/21/2024,Completed,L001
A10574,P02191,V1000,Heart Screening,11/22/2026,Cancelled,L002
A10575,P09645,V1036,Emergency,8/20/2025,Scheduled,L002
A10576,P09623,V1005,Tooth Extraction,4/12/2025,Scheduled,L002
A10577,P05657,V1022,Checkup,12/24/2026,Cancelled,L001
A10578,P01307,V1037,Checkup,6/26/2024,Completed,L001
A10579,P01899,V1007,Heart Screening,9/19/2025,Scheduled,L002
A10580,P09323,V1027,Skin Treatment,10/22/2026,Scheduled,L002
A10581,P08520,V1029,Checkup,6/30/2026,Cancelled,L001
A10582,P06061,V1044,Checkup,6/5/2026,Cancelled,L001
A10583,P03176,V1032,Heart Screening,7/31/2024,Completed,L002
A10584,P04956,V1001,Skin Treatment,2/12/2024,Completed,L001
A10585,P08334,V1017,Skin Treatment,10/24/2026,Scheduled,L001
A10586,P04595,V1017,Skin Treatment,2/7/2024,Completed,L001
A10587,P06475,V1030,Surgery,4/3/2024,Completed,L002
A10588,P05909,V1046,Emergency,7/10/2026,Cancelled,L001
A10589,P01966,V1032,Emergency,5/29/2025,Scheduled,L001
A10590,P02109,V1045,Skin Treatment,5/18/2025,Scheduled,L002
A10591,P09518,V1049,Emergency,8/29/2025,Scheduled,L002
A10592,P05955,V1022,Checkup,12/24/2026,Scheduled,L001
A10593,P07492,V1035,Tooth Extraction,8/2/2025,Scheduled,L002
A10594,P06014,V1028,Emergency,4/23/2026,Scheduled,L001
A10595,P06007,V1014,Skin Treatment,8/2/2025,Cancelled,L001
A10596,P00982,V1046,Emergency,2/15/2025,Completed,L001
A10597,P02324,V1001,Skin Treatment,10/17/2024,Completed,L002
A10598,P02128,V1018,Neurological Exam,11/24/2025,Scheduled,L002
A10599,P09609,V1044,Checkup,3/5/2025,Cancelled,L002
A10600,P08877,V1029,Emergency,7/12/2026,Scheduled,L001
A10601,P07317,V1012,Checkup,6/21/2025,Scheduled,L002
A10602,P00158,V1014,Checkup,11/18/2026,Cancelled,L002
A10603,P06598,V1012,Emergency,9/29/2025,Scheduled,L002
A10604,P01250,V1009,Surgery,2/14/2026,Cancelled,L001
A10605,P02624,V1044,Neurological Exam,10/29/2026,Scheduled,L001
A10606,P08734,V1033,Checkup,8/19/2024,Completed,L002
A10607,P00794,V1048,Surgery,6/20/2026,Scheduled,L001
A10608,P02934,V1016,Surgery,3/30/2024,Completed,L001
A10609,P00496,V1018,Checkup,1/3/2025,Completed,L001
A10610,P07072,V1013,Surgery,4/10/2024,Completed,L002
A10611,P06376,V1011,Emergency,2/3/2024,Completed,L001
A10612,P05982,V1045,Skin Treatment,12/27/2025,Cancelled,L001
A10613,P06091,V1039,Skin Treatment,7/22/2025,Scheduled,L002
A10614,P03552,V1026,Checkup,8/6/2024,Completed,L002
A10615,P02013,V1041,Checkup,6/25/2026,Scheduled,L001
A10616,P04233,V1000,Checkup,2/8/2026,Cancelled,L001
A10617,P07386,V1020,Checkup,9/21/2024,Completed,L001
A10618,P07010,V1036,Heart Screening,2/21/2026,Scheduled,L001
A10619,P05796,V1034,Checkup,1/9/2026,Cancelled,L002
A10620,P06659,V1037,Checkup,8/4/2026,Scheduled,L001
A10621,P01169,V1028,Checkup,3/9/2024,Completed,L001
A10622,P09464,V1015,Surgery,7/7/2025,Scheduled,L002
A10623,P08917,V1044,Checkup,2/4/2026,Cancelled,L001
A10624,P01696,V1045,Checkup,1/29/2024,Completed,L001
A10625,P02018,V1031,Checkup,4/5/2024,Completed,L001
A10626,P08129,V1046,Emergency,12/9/2024,Completed,L002
A10627,P05864,V1044,Neurological Exam,10/4/2025,Scheduled,L001
A10628,P03475,V1034,Checkup,5/3/2026,Cancelled,L002
A10629,P02885,V1048,Surgery,4/11/2024,Completed,L002
A10630,P00407,V1049,Surgery,6/23/2026,Scheduled,L002
A10631,P02591,V1004,Checkup,6/9/2024,Completed,L001
A10632,P06253,V1000,Heart Screening,10/18/2026,Scheduled,L002
A10633,P00430,V1022,Skin Treatment,5/10/2025,Scheduled,L001
A10634,P01331,V1004,Dental Cleaning,6/11/2024,Completed,L001
A10635,P08967,V1006,Checkup,1/13/2026,Scheduled,L002
A10636,P06903,V1013,Emergency,8/25/2026,Cancelled,L001
A10637,P02435,V1013,Surgery,11/29/2024,Completed,L001
A10638,P09065,V1009,Surgery,9/23/2025,Scheduled,L001
A10639,P06044,V1037,Checkup,10/17/2026,Cancelled,L002
A10640,P09885,V1009,Surgery,10/19/2024,Completed,L001
A10641,P01234,V1000,Emergency,3/12/2026,Scheduled,L001
A10642,P08523,V1029,Neurological Exam,5/6/2024,Completed,L001
A10643,P09416,V1038,Dental Cleaning,11/19/2026,Scheduled,L002
A10644,P02636,V1026,Checkup,4/14/2024,Completed,L001
A10645,P09973,V1033,Checkup,9/28/2025,Scheduled,L001
A10646,P03458,V1047,Checkup,2/2/2025,Completed,L001
A10647,P07734,V1029,Emergency,11/2/2025,Scheduled,L002
A10648,P08153,V1028,Emergency,7/3/2024,Completed,L001
A10649,P03680,V1041,Checkup,3/28/2025,Cancelled,L001
A10650,P01933,V1001,Checkup,3/19/2024,Completed,L002
A10651,P01564,V1017,Skin Treatment,4/14/2026,Scheduled,L002
A10652,P05215,V1046,Emergency,7/19/2024,Completed,L001
A10653,P05721,V1030,Surgery,11/22/2025,Scheduled,L002
A10654,P05209,V1021,Checkup,6/8/2026,Cancelled,L001
A10655,P08184,V1026,Checkup,8/22/2026,Scheduled,L001
A10656,P06193,V1012,Checkup,4/15/2025,Scheduled,L002
A10657,P01084,V1030,Emergency,4/30/2024,Completed,L002
A10658,P07092,V1032,Checkup,3/22/2025,Cancelled,L001
A10659,P04446,V1030,Surgery,7/18/2025,Cancelled,L002
A10660,P01912,V1040,Heart Screening,5/9/2024,Completed,L001
A10661,P05356,V1045,Checkup,11/2/2025,Scheduled,L001
A10662,P00778,V1031,Skin Treatment,5/11/2024,Completed,L001
A10663,P03672,V1011,Emergency,6/16/2024,Completed,L001
A10664,P05757,V1024,Emergency,7/23/2026,Scheduled,L001
A10665,P04195,V1039,Skin Treatment,12/31/2024,Completed,L001
A10666,P09229,V1001,Checkup,10/17/2026,Scheduled,L001
A10667,P03251,V1000,Checkup,11/17/2025,Scheduled,L001
A10668,P02556,V1018,Neurological Exam,12/24/2024,Completed,L002
A10669,P07129,V1017,Skin Treatment,2/25/2026,Scheduled,L001
A10670,P00177,V1016,Surgery,6/30/2026,Cancelled,L001
A10671,P00994,V1036,Emergency,7/16/2024,Completed,L001
A10672,P06843,V1028,Checkup,12/20/2024,Completed,L001
A10673,P05870,V1044,Neurological Exam,4/7/2026,Cancelled,L002
A10674,P09704,V1038,Tooth Extraction,7/31/2024,Completed,L002
A10675,P07362,V1002,Emergency,12/28/2025,Cancelled,L002
A10676,P00272,V1012,Neurological Exam,1/5/2026,Cancelled,L001
A10677,P07945,V1036,Checkup,4/1/2025,Scheduled,L001
A10678,P04423,V1020,Emergency,11/14/2024,Completed,L002
A10679,P09229,V1007,Checkup,4/19/2026,Scheduled,L001
A10680,P09767,V1025,Heart Screening,1/2/2026,Scheduled,L002
A10681,P09796,V1013,Emergency,7/5/2024,Completed,L001
A10682,P01108,V1013,Surgery,4/13/2026,Scheduled,L001
A10683,P01325,V1005,Tooth Extraction,12/23/2024,Completed,L001
A10684,P03002,V1013,Emergency,3/27/2024,Completed,L002
A10685,P08816,V1018,Emergency,10/23/2025,Cancelled,L002
A10686,P03835,V1046,Emergency,7/23/2026,Scheduled,L002
A10687,P07142,V1032,Heart Screening,10/24/2026,Cancelled,L002
A10688,P01381,V1005,Dental Cleaning,7/3/2024,Completed,L001
A10689,P04568,V1012,Emergency,2/14/2025,Completed,L001
A10690,P04349,V1007,Emergency,5/12/2024,Completed,L001
A10691,P07217,V1018,Checkup,9/2/2026,Cancelled,L001
A10692,P04846,V1031,Checkup,12/14/2024,Completed,L001
A10693,P01517,V1020,Checkup,5/31/2024,Completed,L001
A10694,P08903,V1015,Surgery,3/19/2024,Completed,L002
A10695,P07122,V1000,Heart Screening,5/20/2026,Cancelled,L002
A10696,P00617,V1049,Surgery,3/3/2026,Scheduled,L001
A10697,P02166,V1042,Dental Cleaning,3/24/2025,Scheduled,L002
A10698,P06033,V1007,Checkup,10/12/2024,Completed,L001
A10699,P03990,V1045,Skin Treatment,8/7/2025,Cancelled,L002
A10700,P03670,V1002,Emergency,2/14/2026,Cancelled,L002
A10701,P02892,V1002,Heart Screening,4/17/2025,Scheduled,L001
A10702,P08508,V1033,Tooth Extraction,5/10/2025,Cancelled,L001
A10703,P08920,V1035,Tooth Extraction,7/4/2025,Scheduled,L002
A10704,P04271,V1029,Emergency,2/20/2025,Completed,L002
A10705,P06303,V1031,Skin Treatment,12/17/2026,Scheduled,L002
A10706,P00418,V1002,Emergency,6/14/2024,Completed,L002
A10707,P08000,V1023,Skin Treatment,10/20/2024,Completed,L002
A10708,P07614,V1028,Checkup,1/7/2026,Scheduled,L001
A10709,P01608,V1045,Skin Treatment,11/27/2025,Scheduled,L001
A10710,P05361,V1022,Skin Treatment,12/10/2026,Cancelled,L002
A10711,P06480,V1014,Skin Treatment,2/27/2024,Completed,L002
A10712,P03446,V1037,Skin Treatment,1/28/2024,Completed,L001
A10713,P09568,V1020,Neurological Exam,12/5/2024,Completed,L002
A10714,P03853,V1009,Emergency,11/5/2026,Scheduled,L001
A10715,P05257,V1046,Surgery,4/18/2024,Completed,L002
A10716,P02571,V1027,Skin Treatment,2/27/2024,Completed,L001
A10717,P03742,V1003,Emergency,6/8/2024,Completed,L001
A10718,P00555,V1043,Dental Cleaning,7/14/2024,Completed,L001
A10719,P05753,V1020,Checkup,10/29/2025,Cancelled,L001
A10720,P02331,V1008,Checkup,8/19/2024,Completed,L002
A10721,P02313,V1001,Checkup,10/4/2026,Scheduled,L001
A10722,P06991,V1010,Checkup,12/18/2025,Cancelled,L002
A10723,P08939,V1023,Checkup,5/10/2025,Scheduled,L002
A10724,P06667,V1036,Heart Screening,3/13/2024,Completed,L001
A10725,P06674,V1001,Skin Treatment,2/11/2026,Scheduled,L001
A10726,P02756,V1018,Neurological Exam,7/11/2024,Completed,L001
A10727,P02802,V1025,Emergency,2/17/2025,Completed,L001
A10728,P04836,V1043,Dental Cleaning,9/12/2026,Cancelled,L001
A10729,P01193,V1029,Checkup,6/28/2025,Cancelled,L002
A10730,P08842,V1036,Heart Screening,11/28/2026,Cancelled,L002
A10731,P00117,V1024,Emergency,1/10/2025,Completed,L002
A10732,P07720,V1048,Surgery,4/4/2024,Completed,L001
A10733,P03952,V1014,Skin Treatment,8/31/2025,Scheduled,L002
A10734,P01912,V1018,Checkup,2/14/2025,Completed,L001
A10735,P05942,V1046,Surgery,5/9/2026,Scheduled,L002
A10736,P05553,V1025,Emergency,5/20/2024,Completed,L001
A10737,P03831,V1045,Skin Treatment,1/19/2026,Cancelled,L002
A10738,P08211,V1049,Surgery,10/20/2026,Scheduled,L001
A10739,P04854,V1029,Emergency,7/31/2026,Scheduled,L002
A10740,P04576,V1026,Neurological Exam,7/9/2025,Cancelled,L002
A10741,P06476,V1037,Checkup,5/19/2024,Completed,L002
A10742,P04879,V1011,Checkup,5/22/2025,Scheduled,L001
A10743,P05712,V1008,Emergency,7/6/2024,Completed,L002
A10744,P09610,V1021,Checkup,11/10/2024,Completed,L002
A10745,P03656,V1027,Checkup,12/21/2026,Cancelled,L002
A10746,P08000,V1047,Tooth Extraction,8/28/2026,Cancelled,L002
A10747,P06148,V1049,Emergency,7/25/2026,Scheduled,L001
A10748,P00176,V1001,Checkup,4/22/2026,Cancelled,L001
A10749,P08747,V1048,Surgery,4/29/2025,Cancelled,L001
A10750,P03109,V1004,Checkup,9/19/2026,Scheduled,L002
A10751,P05289,V1042,Checkup,9/9/2024,Completed,L002
A10752,P06418,V1013,Surgery,9/22/2024,Completed,L001
A10753,P03061,V1035,Checkup,11/10/2026,Cancelled,L001
A10754,P03061,V1004,Tooth Extraction,2/5/2025,Completed,L001
A10755,P06682,V1028,Emergency,5/15/2024,Completed,L001
A10756,P06608,V1032,Checkup,7/12/2026,Cancelled,L002
A10757,P02547,V1014,Skin Treatment,1/31/2024,Completed,L002
A10758,P03122,V1028,Checkup,12/27/2025,Cancelled,L002
A10759,P08178,V1015,Emergency,9/17/2025,Cancelled,L001
A10760,P09504,V1031,Skin Treatment,10/4/2024,Completed,L001
A10761,P08747,V1044,Neurological Exam,12/14/2026,Cancelled,L002
A10762,P06473,V1044,Checkup,9/7/2025,Cancelled,L001
A10763,P00677,V1003,Surgery,5/17/2025,Cancelled,L002
A10764,P02138,V1008,Checkup,5/16/2026,Scheduled,L001
A10765,P02463,V1017,Skin Treatment,11/8/2024,Completed,L001
A10766,P08455,V1038,Dental Cleaning,2/21/2026,Cancelled,L001
A10767,P06777,V1026,Neurological Exam,1/27/2026,Cancelled,L002
A10768,P05939,V1026,Emergency,3/17/2025,Scheduled,L002
A10769,P04107,V1034,Checkup,9/21/2025,Scheduled,L001
A10770,P05801,V1047,Checkup,3/1/2025,Scheduled,L001
A10771,P04025,V1029,Neurological Exam,3/20/2026,Cancelled,L001
A10772,P06132,V1006,Checkup,8/20/2025,Scheduled,L001
A10773,P08015,V1030,Surgery,5/24/2025,Scheduled,L001
A10774,P00371,V1027,Checkup,3/15/2024,Completed,L001
A10775,P02844,V1001,Skin Treatment,8/7/2026,Scheduled,L002
A10776,P07538,V1026,Neurological Exam,3/13/2024,Completed,L001
A10777,P06698,V1025,Checkup,5/5/2024,Completed,L001
A10778,P08045,V1031,Checkup,3/25/2026,Scheduled,L001
A10779,P08911,V1005,Tooth Extraction,7/12/2025,Cancelled,L002
A10780,P06476,V1040,Heart Screening,4/21/2025,Scheduled,L001
A10781,P06161,V1014,Checkup,4/2/2025,Cancelled,L001
A10782,P01837,V1047,Dental Cleaning,9/16/2024,Completed,L001
A10783,P09849,V1046,Emergency,5/19/2024,Completed,L001
A10784,P03684,V1003,Surgery,1/19/2025,Completed,L001
A10785,P00859,V1044,Emergency,5/16/2026,Scheduled,L001
A10786,P05118,V1004,Dental Cleaning,6/29/2024,Completed,L001
A10787,P03130,V1004,Dental Cleaning,9/16/2024,Completed,L001
A10788,P02327,V1031,Checkup,1/7/2025,Completed,L002
A10789,P09411,V1019,Emergency,11/29/2025,Scheduled,L001
A10790,P01141,V1024,Surgery,4/1/2024,Completed,L001
A10791,P09596,V1001,Checkup,4/26/2025,Cancelled,L002
A10792,P05728,V1020,Emergency,11/26/2024,Completed,L002
A10793,P07615,V1044,Neurological Exam,5/8/2026,Cancelled,L001
A10794,P03790,V1017,Checkup,7/19/2025,Scheduled,L001
A10795,P07701,V1033,Tooth Extraction,10/30/2025,Scheduled,L002
A10796,P00044,V1030,Emergency,6/12/2024,Completed,L001
A10797,P01047,V1025,Emergency,4/16/2024,Completed,L002
A10798,P03848,V1012,Emergency,11/12/2024,Completed,L001
