PrescriptionID,PetID,IssueDate,VetID,Diagnosis
PR00497,P09113,5/4/2023,V1018,Parvovirus
PR00498,P01859,5/15/2024,V1044,Leptospirosis
PR00499,P08693,3/15/2023,V1015,Arthritis
PR00500,P03964,1/13/2024,V1035,Leptospirosis
PR00501,P04004,2/8/2024,V1041,Kidney Disease
PR00502,P00114,10/18/2024,V1011,Kidney Disease
PR00503,P07682,4/4/2023,V1045,Ringworm
PR00504,P09153,11/10/2024,V1035,Heat Stroke
PR00505,P02933,3/7/2024,V1048,Diabetes Mellitus
PR00506,P06011,10/28/2024,V1047,Feline Leukemia Virus
PR00507,P01050,10/16/2024,V1040,Feline Leukemia Virus
PR00508,P06987,8/31/2023,V1025,Heat Stroke
PR00509,P04212,5/28/2024,V1030,Arthritis
PR00510,P07537,6/11/2024,V1015,Heartworm Disease
PR00511,P04801,11/9/2023,V1043,Feline Leukemia Virus
PR00512,P00005,7/2/2024,V1028,Leptospirosis
PR00513,P00771,7/21/2024,V1017,Allergies
PR00514,P08563,8/2/2024,V1034,Feline Immunodeficiency Virus
PR00515,P07151,9/5/2024,V1022,Cancer
PR00516,P04236,4/20/2023,V1004,Pancreatitis
PR00517,P05835,6/16/2023,V1032,Hyperthyroidism
PR00518,P04363,6/29/2024,V1029,Feline Leukemia Virus
PR00519,P05336,5/21/2023,V1017,Cancer
PR00520,P00178,9/6/2023,V1024,Cushing’s Disease
PR00521,P06981,12/7/2024,V1014,Cancer
PR00522,P06029,7/27/2024,V1024,Arthritis
PR00523,P09375,4/8/2023,V1007,Hip Dysplasia
PR00524,P07136,5/20/2024,V1001,Lyme Disease
PR00525,P08497,1/24/2024,V1043,Dental Disease
PR00526,P04997,10/27/2023,V1004,Hypothyroidism
PR00527,P01356,2/8/2025,V1011,Feline Leukemia Virus
PR00528,P04267,5/22/2023,V1006,Lyme Disease
PR00529,P02897,10/12/2023,V1018,Addison’s Disease
PR00530,P03315,7/21/2023,V1049,Gastroenteritis
PR00531,P06249,2/18/2024,V1023,Gastroenteritis
PR00532,P03322,12/31/2024,V1018,Hyperthyroidism
PR00533,P01209,2/29/2024,V1020,Kennel Cough
PR00534,P06460,3/24/2024,V1006,Parvovirus
PR00535,P05849,12/2/2024,V1007,Kennel Cough
PR00536,P00788,11/26/2024,V1035,Hyperthyroidism
PR00537,P04455,1/4/2025,V1038,Diabetes Mellitus
PR00538,P05551,8/10/2024,V1028,Cushing’s Disease
PR00539,P01159,1/1/2025,V1039,Kennel Cough
PR00540,P04542,12/31/2023,V1044,Pyometra
PR00541,P01424,9/8/2023,V1028,Gastroenteritis
PR00542,P02777,12/5/2023,V1018,Feline Leukemia Virus
PR00543,P01824,4/24/2023,V1034,Pancreatitis
PR00544,P04768,9/16/2023,V1039,Obesity
PR00545,P02186,5/10/2023,V1030,Ear Infections
PR00546,P08663,10/5/2023,V1026,Feline Upper Respiratory Infection
PR00547,P00657,2/26/2025,V1000,Feline Leukemia Virus
PR00548,P04078,11/7/2024,V1013,Hip Dysplasia
PR00549,P01965,4/18/2023,V1011,Obesity
PR00550,P07568,10/25/2023,V1043,Bloat
PR00551,P00857,4/20/2023,V1030,Ringworm
PR00552,P00241,10/27/2024,V1004,Parvovirus
PR00553,P04792,9/19/2023,V1039,Gastroenteritis
PR00554,P09028,11/25/2024,V1047,Cushing’s Disease
PR00555,P01738,6/29/2023,V1039,Kidney Disease
PR00556,P05645,3/11/2024,V1024,Gastroenteritis
PR00557,P07886,11/16/2024,V1036,Feline Immunodeficiency Virus
PR00558,P00955,7/29/2024,V1042,Kennel Cough
PR00559,P08655,12/22/2024,V1022,Gastroenteritis
PR00560,P08576,7/16/2023,V1002,Leptospirosis
PR00561,P07322,8/5/2024,V1023,Rabies
PR00562,P06411,4/13/2024,V1048,Leptospirosis
PR00563,P03242,4/10/2023,V1017,Obesity
PR00564,P05400,10/3/2024,V1035,Parvovirus
PR00565,P01727,10/3/2023,V1007,Dental Disease
PR00566,P02208,2/10/2024,V1023,Rabies
PR00567,P03383,8/18/2024,V1017,Heat Stroke
PR00568,P06107,11/22/2023,V1039,Ringworm
PR00569,P03268,1/4/2025,V1041,Addison’s Disease
PR00570,P06604,6/18/2023,V1009,Gastroenteritis
PR00571,P02030,1/3/2024,V1044,Feline Immunodeficiency Virus
PR00572,P05395,8/31/2023,V1047,Pyometra
PR00573,P09434,8/15/2023,V1037,Heat Stroke
PR00574,P05664,11/12/2024,V1041,Pancreatitis
PR00575,P05893,11/25/2023,V1047,Obesity
PR00576,P02438,7/20/2024,V1002,Cushing’s Disease
PR00577,P05284,11/6/2023,V1009,Feline Leukemia Virus
PR00578,P08988,3/9/2023,V1024,Heartworm Disease
PR00579,P08124,8/1/2024,V1020,Bloat
PR00580,P08074,3/20/2024,V1022,Hip Dysplasia
PR00581,P08068,4/18/2024,V1003,Hip Dysplasia
PR00582,P00867,3/10/2023,V1037,Kennel Cough
PR00583,P03251,5/10/2023,V1047,Rabies
PR00584,P08349,6/27/2023,V1011,Hypothyroidism
PR00585,P09057,1/2/2024,V1036,Feline Upper Respiratory Infection
PR00586,P06115,8/7/2023,V1044,Pyometra
PR00587,P01943,7/22/2023,V1038,Allergies
PR00588,P03969,3/8/2024,V1002,Diabetes Mellitus
PR00589,P02236,11/21/2023,V1042,Lyme Disease
PR00590,P00786,9/3/2023,V1036,Ear Infections
PR00591,P07093,12/15/2023,V1031,Gastroenteritis
PR00592,P07130,1/24/2025,V1025,Addison’s Disease
PR00593,P01637,11/6/2023,V1028,Distemper
PR00594,P00810,4/30/2024,V1005,Kidney Disease
PR00595,P09992,3/27/2024,V1016,Distemper
PR00596,P09910,1/24/2025,V1037,Kidney Disease
PR00597,P08985,3/28/2023,V1048,Diabetes Mellitus
PR00598,P03980,3/29/2023,V1017,Hip Dysplasia
PR00599,P04277,2/20/2025,V1003,Cancer
PR00600,P01187,6/25/2023,V1014,Heartworm Disease
PR00601,P03486,6/7/2024,V1023,Rabies
PR00602,P03420,1/18/2025,V1043,Rabies
PR00603,P01858,5/3/2024,V1007,Heat Stroke
PR00604,P04821,1/13/2024,V1029,Gastroenteritis
PR00605,P08571,3/5/2023,V1033,Hypothyroidism
PR00606,P03314,10/24/2024,V1035,Allergies
PR00607,P07311,8/11/2024,V1028,Obesity
PR00608,P09172,5/27/2023,V1017,Diabetes Mellitus
PR00609,P08586,10/1/2024,V1049,Kidney Disease
PR00610,P01660,4/21/2024,V1018,Addison’s Disease
PR00611,P09682,3/28/2023,V1044,Obesity
PR00612,P02514,10/26/2024,V1030,Ear Infections
PR00613,P00821,6/3/2023,V1047,Diabetes Mellitus
PR00614,P05479,4/13/2023,V1018,Feline Immunodeficiency Virus
PR00615,P03158,4/26/2023,V1037,Ringworm
PR00616,P02671,10/14/2023,V1040,Arthritis
PR00617,P00715,6/28/2024,V1026,Obesity
PR00618,P09661,9/12/2023,V1016,Arthritis
PR00619,P08532,10/31/2023,V1011,Feline Leukemia Virus
PR00620,P09261,3/30/2023,V1028,Cushing’s Disease
PR00621,P02723,11/26/2024,V1038,Ear Infections
PR00622,P08274,8/19/2024,V1032,Pyometra
PR00623,P05592,5/11/2023,V1043,Hypothyroidism
PR00624,P09580,3/20/2023,V1038,Ear Infections
PR00625,P04092,10/1/2023,V1036,Addison’s Disease
PR00626,P00619,6/22/2024,V1007,Distemper
PR00627,P01757,3/3/2023,V1045,Leptospirosis
PR00628,P00020,10/24/2024,V1046,Heartworm Disease
PR00629,P07373,2/29/2024,V1040,Foreign Body Ingestion
PR00630,P05526,10/6/2023,V1012,Allergies
PR00631,P07494,3/14/2023,V1030,Allergies
PR00632,P01737,8/3/2024,V1022,Obesity
PR00633,P08061,8/25/2024,V1009,Ear Infections
PR00634,P03938,10/13/2024,V1047,Leptospirosis
PR00635,P04733,10/10/2024,V1009,Feline Immunodeficiency Virus
PR00636,P02311,3/19/2023,V1024,Hyperthyroidism
PR00637,P06759,9/17/2024,V1033,Kennel Cough
PR00638,P02054,5/29/2023,V1006,Bloat
PR00639,P00631,9/21/2024,V1048,Addison’s Disease
PR00640,P00202,12/29/2023,V1009,Hip Dysplasia
PR00641,P01761,5/28/2024,V1005,Obesity
PR00642,P01533,11/6/2024,V1024,Ear Infections
PR00643,P05278,3/7/2024,V1041,Ear Infections
PR00644,P08012,8/26/2024,V1048,Kennel Cough
PR00645,P03680,7/5/2024,V1021,Feline Leukemia Virus
PR00646,P05399,1/18/2025,V1030,Heat Stroke
PR00647,P07981,6/13/2023,V1007,Lyme Disease
PR00648,P05684,11/1/2023,V1015,Hip Dysplasia
PR00649,P08311,6/21/2024,V1037,Ringworm
PR00650,P06481,7/1/2023,V1048,Addison’s Disease
PR00651,P06637,12/27/2023,V1023,Addison’s Disease
PR00652,P04515,4/21/2024,V1029,Hip Dysplasia
PR00653,P00075,5/11/2023,V1023,Distemper
PR00654,P05676,12/14/2023,V1005,Diabetes Mellitus
PR00655,P09050,5/7/2023,V1006,Kidney Disease
PR00656,P08674,6/10/2024,V1023,Allergies
PR00657,P06669,8/26/2024,V1003,Arthritis
PR00658,P09736,1/15/2024,V1035,Hypothyroidism
PR00659,P05837,12/12/2023,V1016,Diabetes Mellitus
PR00660,P03108,2/3/2024,V1010,Foreign Body Ingestion
PR00661,P09734,5/9/2023,V1049,Pancreatitis
PR00662,P04099,12/13/2023,V1029,Cancer
PR00663,P02567,3/31/2024,V1031,Dental Disease
PR00664,P09845,2/29/2024,V1017,Foreign Body Ingestion
PR00665,P09767,5/3/2023,V1021,Pancreatitis
PR00666,P02799,2/2/2025,V1002,Feline Immunodeficiency Virus
PR00667,P00155,2/26/2025,V1000,Parvovirus
PR00668,P05101,2/20/2025,V1021,Leptospirosis
PR00669,P03216,8/23/2024,V1009,Pyometra
PR00670,P04338,1/5/2024,V1005,Bloat
PR00671,P04062,7/26/2023,V1046,Feline Immunodeficiency Virus
PR00672,P03988,12/18/2024,V1016,Heartworm Disease
PR00673,P08417,5/29/2023,V1028,Hyperthyroidism
PR00674,P03190,5/10/2024,V1004,Dental Disease
PR00675,P00904,10/1/2024,V1023,Cancer
PR00676,P02554,5/7/2024,V1022,Dental Disease
PR00677,P09083,8/2/2024,V1026,Gastroenteritis
PR00678,P09303,1/5/2024,V1017,Obesity
PR00679,P09075,7/16/2024,V1045,Dental Disease
PR00680,P07090,12/26/2024,V1039,Parvovirus
PR00681,P06733,4/24/2024,V1024,Kidney Disease
PR00682,P06443,6/18/2023,V1021,Ear Infections
PR00683,P03295,9/21/2024,V1005,Kennel Cough
PR00684,P03164,4/10/2023,V1037,Feline Immunodeficiency Virus
PR00685,P08761,3/23/2023,V1001,Hip Dysplasia
PR00686,P01652,2/14/2024,V1036,Cancer
PR00687,P03336,9/8/2024,V1045,Cancer
PR00688,P03646,6/21/2023,V1007,Hip Dysplasia
PR00689,P08837,7/15/2024,V1035,Diabetes Mellitus
PR00690,P03393,5/13/2024,V1045,Rabies
PR00691,P05989,8/10/2023,V1007,Diabetes Mellitus
PR00692,P07124,3/29/2023,V1030,Addison’s Disease
PR00693,P05539,2/21/2025,V1034,Distemper
PR00694,P00580,8/8/2023,V1022,Pyometra
PR00695,P04537,8/24/2024,V1046,Pyometra
PR00696,P02394,7/1/2024,V1028,Pyometra
PR00697,P03825,5/22/2023,V1040,Hyperthyroidism
PR00698,P02296,12/8/2023,V1029,Feline Immunodeficiency Virus
PR00699,P09399,4/25/2023,V1017,Foreign Body Ingestion
PR00700,P06390,12/1/2023,V1004,Heartworm Disease
PR00701,P00473,2/20/2025,V1020,Hip Dysplasia
PR00702,P03735,10/23/2023,V1033,Distemper
PR00703,P05319,7/5/2023,V1046,Heartworm Disease
PR00704,P04116,4/10/2023,V1039,Pancreatitis
PR00705,P04700,5/18/2023,V1007,Dental Disease
PR00706,P00125,5/23/2023,V1049,Obesity
PR00707,P00919,11/7/2024,V1013,Pancreatitis
PR00708,P03367,8/1/2024,V1026,Obesity
PR00709,P03764,11/12/2023,V1038,Heat Stroke
PR00710,P02717,1/12/2025,V1036,Cushing’s Disease
PR00711,P09600,8/16/2023,V1007,Leptospirosis
PR00712,P01324,12/13/2023,V1026,Obesity
PR00713,P07136,6/22/2024,V1014,Feline Immunodeficiency Virus
PR00714,P08115,6/5/2023,V1036,Foreign Body Ingestion
PR00715,P06777,5/23/2023,V1031,Ringworm
PR00716,P09804,5/1/2023,V1032,Ringworm
PR00717,P04748,6/25/2024,V1015,Addison’s Disease
PR00718,P09225,1/5/2025,V1008,Cushing’s Disease
PR00719,P00242,11/12/2024,V1015,Leptospirosis
PR00720,P07681,7/15/2023,V1033,Kennel Cough
PR00721,P08980,8/11/2023,V1029,Hyperthyroidism
PR00722,P00020,4/10/2023,V1036,Parvovirus
PR00723,P06920,2/2/2025,V1029,Leptospirosis
PR00724,P07223,2/6/2025,V1013,Distemper
PR00725,P04746,12/29/2024,V1032,Hyperthyroidism
PR00726,P06814,2/16/2024,V1018,Parvovirus
PR00727,P02510,1/22/2024,V1000,Ear Infections
PR00728,P08490,11/6/2024,V1009,Heat Stroke
PR00729,P06111,12/17/2023,V1017,Rabies
PR00730,P05651,8/7/2023,V1024,Kennel Cough
PR00731,P02023,6/25/2024,V1034,Heat Stroke
PR00732,P08798,8/29/2023,V1028,Rabies
PR00733,P00809,3/14/2024,V1001,Cancer
PR00734,P09922,12/27/2024,V1005,Hyperthyroidism
PR00735,P02774,2/21/2024,V1012,Ear Infections
PR00736,P08369,3/28/2024,V1027,Parvovirus
PR00737,P04745,7/8/2024,V1015,Heartworm Disease
PR00738,P02331,10/17/2024,V1035,Bloat
PR00739,P02648,8/18/2024,V1018,Cushing’s Disease
PR00740,P03436,11/4/2024,V1024,Kidney Disease
PR00741,P03647,9/9/2023,V1042,Obesity
PR00742,P02140,6/24/2023,V1040,Ringworm
PR00743,P03031,11/10/2023,V1026,Rabies
PR00744,P04855,7/18/2024,V1016,Cushing’s Disease
PR00745,P06098,4/2/2024,V1010,Pancreatitis
PR00746,P09224,1/31/2025,V1042,Diabetes Mellitus
PR00747,P09976,10/7/2024,V1001,Ringworm
PR00748,P09123,10/1/2024,V1008,Allergies
PR00749,P02545,10/6/2023,V1017,Hip Dysplasia
PR00750,P06980,10/10/2024,V1038,Cushing’s Disease
PR00751,P05789,8/10/2024,V1031,Gastroenteritis
PR00752,P03949,6/9/2024,V1010,Foreign Body Ingestion
PR00753,P06769,8/17/2023,V1046,Gastroenteritis
PR00754,P05547,12/4/2023,V1039,Dental Disease
PR00755,P00404,10/24/2024,V1037,Diabetes Mellitus
PR00756,P06026,7/26/2023,V1032,Bloat
PR00757,P03552,2/22/2024,V1018,Heat Stroke
PR00758,P05683,2/13/2024,V1027,Addison’s Disease
PR00759,P00140,11/3/2023,V1044,Rabies
PR00760,P09266,9/5/2024,V1008,Heartworm Disease
PR00761,P05154,8/4/2024,V1036,Cancer
PR00762,P02081,6/25/2024,V1033,Pancreatitis
PR00763,P00973,9/26/2023,V1029,Rabies
PR00764,P01603,11/13/2024,V1010,Kidney Disease
PR00765,P02166,1/26/2024,V1042,Feline Upper Respiratory Infection
PR00766,P00986,2/24/2025,V1017,Addison’s Disease
PR00767,P02193,10/3/2023,V1012,Parvovirus
PR00768,P00505,7/8/2023,V1041,Arthritis
PR00769,P02034,8/8/2023,V1027,Obesity
PR00770,P04585,3/8/2024,V1012,Leptospirosis
PR00771,P07475,9/5/2024,V1011,Feline Leukemia Virus
PR00772,P00553,1/12/2025,V1041,Cancer
PR00773,P03252,6/15/2023,V1038,Kennel Cough
PR00774,P04657,1/24/2024,V1016,Kennel Cough
PR00775,P09973,9/3/2024,V1036,Rabies
PR00776,P03842,7/26/2023,V1008,Rabies
PR00777,P09063,2/12/2025,V1039,Feline Immunodeficiency Virus
PR00778,P07670,12/1/2023,V1047,Rabies
PR00779,P03091,3/12/2024,V1032,Ringworm
PR00780,P09592,6/20/2024,V1039,Feline Upper Respiratory Infection
PR00781,P05469,4/8/2023,V1010,Hypothyroidism
PR00782,P01928,5/2/2023,V1045,Kennel Cough
PR00783,P09067,3/16/2024,V1041,Allergies
PR00784,P05984,9/19/2023,V1000,Distemper
PR00785,P04507,1/20/2025,V1009,Heartworm Disease
PR00786,P09522,3/6/2023,V1011,Pyometra
PR00787,P01570,8/19/2023,V1043,Feline Leukemia Virus
PR00788,P07707,3/29/2024,V1025,Cushing’s Disease
PR00789,P09533,4/24/2023,V1025,Obesity
PR00790,P04802,7/27/2024,V1002,Gastroenteritis
PR00791,P08050,2/8/2025,V1043,Rabies
PR00792,P07770,8/10/2023,V1022,Arthritis
PR00793,P02046,9/10/2024,V1009,Distemper
PR00794,P03061,9/15/2023,V1029,Diabetes Mellitus
PR00795,P06003,7/22/2023,V1025,Lyme Disease
PR00796,P03706,11/7/2024,V1049,Pyometra
PR00797,P04392,5/13/2023,V1047,Lyme Disease
PR00798,P07147,7/18/2024,V1045,Feline Leukemia Virus
PR00799,P07374,2/20/2024,V1016,Heat Stroke
PR00800,P01664,3/24/2023,V1029,Heartworm Disease
PR00801,P06999,5/16/2023,V1041,Arthritis
PR00802,P00197,1/4/2024,V1019,Gastroenteritis
PR00803,P04731,6/24/2024,V1021,Rabies
PR00804,P02752,7/9/2024,V1044,Parvovirus
PR00805,P09501,2/5/2025,V1035,Foreign Body Ingestion
PR00806,P00326,12/8/2024,V1026,Hip Dysplasia
PR00807,P08319,10/18/2024,V1024,Feline Immunodeficiency Virus
PR00808,P08328,6/30/2024,V1022,Addison’s Disease
PR00809,P06880,4/29/2023,V1018,Heat Stroke
PR00810,P00403,7/29/2024,V1038,Feline Upper Respiratory Infection
PR00811,P04395,5/27/2023,V1049,Distemper
PR00812,P08075,6/18/2023,V1027,Hip Dysplasia
PR00813,P02606,5/5/2024,V1010,Dental Disease
PR00814,P06385,11/17/2023,V1034,Arthritis
PR00815,P08001,7/15/2023,V1008,Heat Stroke
PR00816,P00449,2/5/2025,V1024,Pyometra
PR00817,P05703,3/20/2024,V1029,Cushing’s Disease
PR00818,P03198,9/17/2023,V1043,Obesity
PR00819,P07943,1/29/2025,V1042,Cancer
PR00820,P09766,11/21/2024,V1048,Cushing’s Disease
PR00821,P09829,12/6/2024,V1041,Foreign Body Ingestion
PR00822,P03356,10/16/2023,V1008,Gastroenteritis
PR00823,P04141,6/29/2024,V1019,Feline Immunodeficiency Virus
PR00824,P06739,4/25/2024,V1013,Dental Disease
PR00825,P09172,10/29/2023,V1043,Pancreatitis
PR00826,P06251,6/21/2023,V1020,Feline Immunodeficiency Virus
PR00827,P06857,1/25/2025,V1022,Parvovirus
PR00828,P03305,3/22/2023,V1009,Arthritis
PR00829,P00244,5/20/2023,V1007,Kidney Disease
PR00830,P09210,9/5/2024,V1027,Cancer
PR00831,P03629,11/17/2024,V1041,Pyometra
PR00832,P04756,8/23/2023,V1008,Hyperthyroidism
PR00833,P01292,12/13/2023,V1007,Arthritis
PR00834,P01381,2/2/2025,V1037,Hip Dysplasia
PR00835,P06550,3/12/2023,V1029,Ear Infections
PR00836,P00213,8/26/2024,V1022,Heartworm Disease
PR00837,P00062,12/29/2024,V1016,Leptospirosis
PR00838,P09384,7/3/2024,V1002,Lyme Disease
PR00839,P06106,4/7/2024,V1002,Hyperthyroidism
PR00840,P08904,11/10/2024,V1011,Lyme Disease
PR00841,P06451,10/27/2023,V1006,Parvovirus
PR00842,P04734,10/26/2023,V1031,Foreign Body Ingestion
PR00843,P02504,1/27/2025,V1003,Hip Dysplasia
PR00844,P09455,11/3/2023,V1010,Obesity
PR00845,P05471,9/28/2023,V1023,Feline Immunodeficiency Virus
PR00846,P06686,6/27/2023,V1037,Cancer
PR00847,P06709,3/31/2024,V1030,Rabies
PR00848,P02660,6/21/2023,V1022,Addison’s Disease
PR00849,P00538,2/13/2024,V1011,Feline Immunodeficiency Virus
PR00850,P05808,10/17/2024,V1007,Hypothyroidism
PR00851,P08382,11/19/2023,V1044,Lyme Disease
PR00852,P09805,8/21/2023,V1023,Feline Upper Respiratory Infection
PR00853,P01595,12/23/2023,V1041,Hip Dysplasia
PR00854,P07065,1/8/2025,V1029,Feline Immunodeficiency Virus
PR00855,P09151,5/30/2024,V1033,Dental Disease
PR00856,P05379,10/9/2024,V1032,Ringworm
PR00857,P06041,3/12/2023,V1014,Addison’s Disease
PR00858,P08108,9/23/2023,V1011,Hyperthyroidism
PR00859,P00208,2/13/2024,V1030,Pancreatitis
PR00860,P07468,7/26/2024,V1017,Kidney Disease
PR00861,P09417,12/22/2024,V1016,Kennel Cough
PR00862,P03646,6/29/2024,V1012,Rabies
PR00863,P01156,3/3/2023,V1042,Dental Disease
PR00864,P08753,10/20/2023,V1042,Leptospirosis
PR00865,P08634,1/28/2025,V1013,Heartworm Disease
PR00866,P04396,7/3/2024,V1049,Feline Leukemia Virus
PR00867,P09639,1/1/2025,V1003,Hypothyroidism
PR00868,P06650,12/14/2024,V1014,Hyperthyroidism
PR00869,P02785,10/1/2024,V1000,Pancreatitis
PR00870,P09730,1/7/2025,V1029,Allergies
PR00871,P04622,12/16/2024,V1026,Kennel Cough
PR00872,P06051,12/12/2023,V1043,Cushing’s Disease
PR00873,P09606,7/24/2023,V1040,Dental Disease
PR00874,P04674,4/25/2023,V1026,Pyometra
PR00875,P07613,10/23/2024,V1045,Hip Dysplasia
PR00876,P07276,4/18/2024,V1048,Hip Dysplasia
PR00877,P02771,6/29/2023,V1005,Dental Disease
PR00878,P00072,11/28/2024,V1039,Kidney Disease
PR00879,P06513,8/20/2024,V1019,Ear Infections
PR00880,P01852,10/2/2024,V1027,Hyperthyroidism
PR00881,P02890,5/2/2023,V1028,Obesity
PR00882,P09573,5/28/2024,V1006,Gastroenteritis
PR00883,P01559,11/2/2024,V1003,Heartworm Disease
PR00884,P00512,8/4/2023,V1004,Allergies
PR00885,P06822,1/26/2024,V1041,Bloat
PR00886,P07905,12/19/2024,V1002,Heartworm Disease
PR00887,P00884,4/9/2023,V1044,Feline Immunodeficiency Virus
PR00888,P09494,6/11/2024,V1016,Ringworm
PR00889,P03385,4/28/2024,V1044,Cancer
PR00890,P07710,5/17/2023,V1023,Hyperthyroidism
PR00891,P08230,5/26/2024,V1025,Heat Stroke
PR00892,P06182,12/4/2024,V1007,Ringworm
PR00893,P01719,5/4/2023,V1027,Diabetes Mellitus
PR00894,P01774,10/21/2024,V1016,Bloat
PR00895,P09242,10/28/2023,V1007,Bloat
PR00896,P05409,8/18/2023,V1026,Allergies
PR00897,P03199,6/6/2023,V1046,Arthritis
PR00898,P01513,7/26/2024,V1034,Diabetes Mellitus
PR00899,P01466,11/29/2024,V1046,Kennel Cough
PR00900,P07033,1/30/2024,V1020,Foreign Body Ingestion
PR00901,P06927,5/20/2023,V1037,Heartworm Disease
PR00902,P07232,9/27/2023,V1006,Hip Dysplasia
PR00903,P04459,5/20/2023,V1024,Dental Disease
PR00904,P01532,6/15/2024,V1000,Foreign Body Ingestion
PR00905,P09407,1/13/2025,V1014,Hip Dysplasia
PR00906,P04600,1/18/2024,V1048,Rabies
PR00907,P07924,10/1/2024,V1034,Feline Leukemia Virus
PR00908,P09225,12/5/2024,V1027,Ear Infections
PR00909,P04110,2/27/2024,V1034,Obesity
PR00910,P07656,11/3/2024,V1016,Kennel Cough
PR00911,P03332,7/10/2023,V1031,Leptospirosis
PR00912,P09345,11/20/2024,V1046,Lyme Disease
PR00913,P03393,1/27/2025,V1012,Gastroenteritis
PR00914,P04252,6/18/2024,V1013,Ringworm
PR00915,P08255,6/10/2023,V1020,Distemper
PR00916,P06580,6/18/2024,V1037,Cushing’s Disease
PR00917,P00600,6/4/2024,V1028,Leptospirosis
PR00918,P01952,5/12/2023,V1037,Gastroenteritis
PR00919,P06813,3/1/2023,V1023,Cushing’s Disease
PR00920,P08839,11/27/2024,V1002,Leptospirosis
PR00921,P00442,7/1/2024,V1002,Heat Stroke
PR00922,P07589,10/7/2024,V1005,Heartworm Disease
PR00923,P01452,9/16/2024,V1009,Kennel Cough
PR00924,P04394,1/27/2025,V1011,Gastroenteritis
PR00925,P09736,4/7/2023,V1000,Kidney Disease
PR00926,P04020,4/6/2024,V1025,Ear Infections
PR00927,P04608,11/7/2023,V1024,Feline Leukemia Virus
PR00928,P03144,7/26/2023,V1044,Bloat
PR00929,P06363,8/23/2023,V1037,Leptospirosis
PR00930,P02514,8/1/2023,V1019,Kennel Cough
PR00931,P05700,8/4/2023,V1010,Ear Infections
PR00932,P07435,5/14/2023,V1004,Obesity
PR00933,P05835,8/1/2023,V1000,Cushing’s Disease
PR00934,P01581,10/6/2024,V1003,Ringworm
PR00935,P04115,12/1/2024,V1021,Lyme Disease
PR00936,P09854,11/16/2023,V1010,Parvovirus
PR00937,P09594,10/17/2023,V1002,Feline Upper Respiratory Infection
PR00938,P07808,3/12/2023,V1049,Dental Disease
PR00939,P06722,11/20/2024,V1023,Cushing’s Disease
PR00940,P07738,2/9/2025,V1014,Hyperthyroidism
PR00941,P09888,6/6/2024,V1020,Addison’s Disease
PR00942,P08005,3/10/2024,V1043,Pancreatitis
PR00943,P03762,5/26/2023,V1039,Feline Leukemia Virus
PR00944,P00071,1/11/2025,V1029,Rabies
PR00945,P07937,12/6/2023,V1006,Rabies
PR00946,P09195,10/13/2024,V1034,Gastroenteritis
PR00947,P08285,9/24/2023,V1039,Rabies
PR00948,P01777,4/6/2024,V1049,Feline Leukemia Virus
PR00949,P02765,8/21/2023,V1006,Allergies
PR00950,P08348,1/12/2024,V1015,Obesity
PR00951,P05057,3/22/2024,V1022,Kidney Disease
PR00952,P05953,11/9/2023,V1028,Foreign Body Ingestion
PR00953,P05842,1/8/2024,V1007,Diabetes Mellitus
PR00954,P01829,10/15/2023,V1035,Heat Stroke
PR00955,P09469,3/26/2023,V1038,Kennel Cough
PR00956,P07974,11/21/2023,V1011,Pancreatitis
PR00957,P01791,3/6/2023,V1016,Rabies
PR00958,P07638,2/6/2025,V1026,Arthritis
PR00959,P04780,5/23/2023,V1026,Dental Disease
PR00960,P03423,6/16/2024,V1032,Rabies
PR00961,P03902,2/22/2024,V1043,Foreign Body Ingestion
PR00962,P08953,11/18/2023,V1024,Cushing’s Disease
PR00963,P04792,4/22/2023,V1002,Leptospirosis
PR00964,P06574,3/21/2023,V1000,Hypothyroidism
PR00965,P06406,4/4/2023,V1006,Leptospirosis
PR00966,P03733,5/28/2023,V1015,Feline Leukemia Virus
PR00967,P09094,10/12/2023,V1011,Pancreatitis
PR00968,P07700,6/4/2023,V1044,Arthritis
PR00969,P08874,1/24/2025,V1032,Feline Leukemia Virus
PR00970,P05313,1/9/2024,V1019,Hypothyroidism
PR00971,P00628,11/7/2024,V1003,Feline Immunodeficiency Virus
PR00972,P01566,8/15/2023,V1002,Obesity
PR00973,P00367,3/10/2023,V1018,Addison’s Disease
PR00974,P03644,11/22/2023,V1004,Feline Immunodeficiency Virus
PR00975,P02015,7/13/2024,V1046,Gastroenteritis
PR00976,P06563,6/6/2023,V1013,Rabies
PR00977,P08324,12/2/2024,V1007,Hypothyroidism
PR00978,P00314,10/20/2024,V1008,Leptospirosis
PR00979,P00347,12/23/2023,V1008,Hyperthyroidism
PR00980,P03825,7/3/2024,V1040,Parvovirus
PR00981,P05980,6/9/2024,V1025,Heartworm Disease
PR00982,P03751,5/9/2024,V1009,Feline Upper Respiratory Infection
PR00983,P05093,4/24/2024,V1005,Pancreatitis
PR00984,P05715,4/30/2024,V1002,Cancer
PR00985,P06037,6/1/2023,V1009,Ringworm
PR00986,P00810,5/26/2024,V1046,Distemper
PR00987,P03686,6/20/2023,V1032,Heartworm Disease
PR00988,P03143,5/22/2024,V1042,Heat Stroke
PR00989,P04124,1/18/2024,V1018,Heat Stroke
